P_c,T_c
0.00018597015272155197,391.2840471554791
0.00018637721921270034,391.35252608818456
0.0001867851767238634,391.4210289941842
0.00018719402720537758,391.4895558860686
0.0001876037726118489,391.55810677643734
0.000188014414902161,391.62668167789775
0.00018842595603948598,391.69528060306703
0.00018883839799129268,391.7639035645763
0.0001892517427293564,391.8325505750745
0.00018966599222976896,391.90122164720606
0.0001900811484729469,391.96991679362355
0.00019049721344364243,392.0386360269885
0.0001909141891309515,392.1073793599714
0.00019133207752832402,392.17614680525134
0.0001917508806335739,392.2449383755164
0.00019217060044888722,392.3137540834635
0.0001925912389808334,392.3825939417984
0.00019301279824037343,392.4514579632359
0.00019343528024287003,392.52034616049906
0.00019385868700809788,392.58925854632076
0.000194283020560252,392.65819513344206
0.00019470828292795882,392.72715593461334
0.00019513447614428466,392.7961409625934
0.00019556160224674596,392.8651502301505
0.00019598966327731963,392.9341837500613
0.00019641866128245147,393.0032415351118
0.00019684859831306748,393.07232359809683
0.00019727947642458223,393.14142995182004
0.00019771129767690943,393.210560609094
0.0001981440641344723,393.2797155827404
0.00019857777786621192,393.3488948855896
0.00019901244094559903,393.4180985304813
0.00019944805545064214,393.48732653026383
0.00019988462346389845,393.5565788977948
0.0002003221470724841,393.6258556459405
0.00020076062836808296,393.6951567875887
0.00020120006944695812,393.76448233564696
0.00020164047240996052,393.8338323030103
0.0002020818393625396,393.9032067025817
0.00020252417241475406,393.97260554727364
0.00020296747368128042,394.04202885000757
0.00020341174528142473,394.1114766237137
0.0002038569893391312,394.1809488813315
0.0002043032079829939,394.25044563580974
0.00020475040334626548,394.3199669001057
0.00020519857756686813,394.38951268718574
0.0002056477327874042,394.4590830100262
0.00020609787115516523,394.5286778816111
0.00020654899482214364,394.5982973149344
0.00020700110594504173,394.66794132299935
0.00020745420668528256,394.73760991881755
0.00020790829920902095,394.80730311541026
0.0002083633856871523,394.87702092580747
0.00020881946829532467,394.9467633630485
0.00020927654921394778,395.016530440182
0.00020973463062820392,395.0863221702651
0.00021019371472805917,395.1561385663645
0.00021065380370827237,395.2259796415633
0.0002111148997684072,395.29584540898435
0.00021157700511284134,395.3657358817284
0.00021204012195077756,395.4356510728997
0.000212504252496255,395.50559099561167
0.0002129693989681581,395.5755556629869
0.0002134355635902292,395.6455450881573
0.00021390274859107734,395.71555928426363
0.0002143709562041898,395.7855982644563
0.00021484018866794335,395.8556620418946
0.0002153104482256134,395.9257506297471
0.0002157817371253865,395.99586404119174
0.00021625405762036964,396.0660022894153
0.00021672741196860143,396.1361653876139
0.00021720180243306385,396.2063533489933
0.00021767723128169133,396.2765661867679
0.00021815370078738346,396.346803914162
0.00021863121322801424,396.4170665444084
0.0002191097708864437,396.4873540907499
0.0002195893760505294,396.5576665664435
0.00022007003101313593,396.62800398479936
0.0002205517380721475,396.69836635909945
0.00022103449953047745,396.76875370262485
0.00022151831769607995,396.8391660286655
0.00022200319488196175,396.90960335052046
0.00022248913340619143,396.98006568149856
0.00022297613559191262,397.0505530349178
0.00022346420376735324,397.12106542410527
0.00022395334026583744,397.19160286239753
0.0002244435474257975,397.2621653631406
0.00022493482759078324,397.3327529396893
0.0002254271831094752,397.4033656054087
0.00022592061633569416,397.47400337367236
0.00022641512962841325,397.5446662578635
0.00022691072535176965,397.61535427137494
0.00022740740587507454,397.68606742760875
0.00022790517357282612,397.7568057399839
0.0002284040308247194,397.82756922198126
0.00022890398001565825,397.8983578870448
0.00022940502353576754,397.9691717486154
0.00022990716378040287,398.04001082014327
0.0002304104031501639,398.110875115088
0.0002309147440509043,398.1817646469188
0.00023142018889374378,398.2526794291138
0.00023192674009508044,398.32361947516137
0.00023243440007660068,398.3945847985586
0.00023294317126529255,398.4655754128123
0.0002334530560934559,398.5365913314388
0.0002339640569987144,398.60763256796355
0.0002344761764240283,398.6786991359219
0.00023498941681770417,398.74979104885824
0.00023550378063340853,398.8209083203269
0.00023601927033017805,398.8920509639408
0.0002365358883724319,398.96321899331974
0.00023705363722998428,399.03441242204735
0.00023757251937805458,399.1056312637174
0.0002380925372972811,399.1768755319327
0.00023861369347373125,399.24814524030563
0.00023913599039891413,399.31944040245855
0.00023965943056979317,399.3907610320227
0.00024018401648879644,399.46210714263896
0.00024070975066383044,399.53347874795827
0.0002412366356082905,399.6048758616406
0.0002417646738410734,399.6762984973557
0.0002422938678865903,399.7477466687829
0.00024282422027477695,399.81922038961073
0.00024335573354110788,399.8907196735726
0.0002438884102266066,399.96224453444995
0.00024442225287785884,400.0337949859642
0.000244957264047025,400.10537104184374
0.00024549344629185097,400.1769727158271
0.0002460308021756823,400.2486000216618
0.0002465693342674746,400.32025297310554
0.0002471090451418066,400.39193158392544
0.0002476499373788932,400.4636358678979
0.00024819201356459617,400.5353658388097
0.00024873527629043826,400.60712151045635
0.0002492797281536142,400.6789028966435
0.0002498253717570036,400.75071001118664
0.00025037220970918416,400.82254286792846
0.00025092024462444246,400.8944014807971
0.0002514694791227885,400.96628586365216
0.00025201991582996636,401.03819603034873
0.00025257155737746763,401.11013199475235
0.00025312440640254456,401.1820937707378
0.0002536784655482212,401.2540813721896
0.00025423373746330763,401.3260948130021
0.0002547902248024113,401.3981341070792
0.0002553479302259502,401.47019926833474
0.00025590685640016647,401.5422903106921
0.00025646700599713727,401.61440724808426
0.0002570283816947897,401.68655009445456
0.00025759098617691154,401.758718863834
0.0002581548221331654,401.8309135702467
0.00025871989225910176,401.90313422766684
0.00025928619925617044,401.9753808500779
0.0002598537458317354,402.0476534514731
0.00026042253469908585,402.1199520458556
0.00026099256857745013,402.19227664723826
0.0002615638501920095,402.2646272696439
0.00026213638227390914,402.33700392710466
0.00026271016756027353,402.4094066336632
0.0002632852087942176,402.4818354033712
0.0002638615087248604,402.55429025029616
0.0002644390701073397,402.62677118861654
0.0002650178957028225,402.69927823245774
0.0002655979882785209,402.7718113959123
0.00026617935060770326,402.84437069308376
0.0002667619854697083,402.9169561380844
0.00026734589564995914,402.98956774503705
0.0002679310839399749,403.0622055280742
0.00026851755313738596,403.13486950133824
0.00026910530604594565,403.2075596789814
0.0002696943454755443,403.28027607516566
0.0002702846742422236,403.3530187040633
0.00027087629516818826,403.4257875799461
0.00027146921108182133,403.49858271708575
0.0002720634248176959,403.57140412968596
0.0002726589392165907,403.6442518319599
0.00027325575712550164,403.71712583813127
0.00027385388139765653,403.790026162433
0.00027445331489252934,403.8629528191083
0.0002750540604758518,403.93590582241035
0.0002756561210196298,404.00888518660224
0.00027625949940215467,404.08189092595677
0.00027686419850801795,404.15492305476556
0.0002774702212281262,404.2279815874523
0.0002780775704597126,404.301066538366
0.00027868624910635316,404.3741779218213
0.0002792962600779787,404.44731575214297
0.00027990760629088943,404.5204800436657
0.0002805202906677699,404.59367081073424
0.00028113431613770087,404.66688806770327
0.0002817496856361758,404.7401318289374
0.0002823664021051126,404.8134021088114
0.0002829844684928687,404.8866989217099
0.00028360388775425607,404.9600222821299
0.0002842246628505531,405.03337220457354
0.0002848467967495215,405.103926743127
0.0002854702924254179,405.1751210792696
0.0002860951528590093,405.2535814882648
0.0002867213810375883,405.32703780307156
0.0002873489799549849,405.4005207520865
0.00028797795261158355,405.47403034977657
0.00028860830201433535,405.54756661061896
0.0002892400311767731,405.62112954910253
0.00028987314311902684,405.6947191798524
0.0002905076408678362,405.76833551746097
0.000291143527456567,405.84197857644773
0.000291780805925224,405.91564837134257
0.0002924194793204661,405.98934491668484
0.0002930595506956219,406.0630682270248
0.00029370102311070204,406.1368183169222
0.0002943438996324166,406.21059520094735
0.00029498818333418723,406.28439889368036
0.000295633877296163,406.3582294097481
0.000296280984605236,406.4320867639215
0.00029692950835505383,406.50597097083454
0.00029757945164603705,406.57988204511025
0.0002982308175853917,406.653820001382
0.0002988836092871252,406.72778485429285
0.0002995378298720619,406.80177661849615
0.0003001934824678563,406.87579530865605
0.0003008505702090099,406.9498409394462
0.00030150909623688455,407.0239135255643
0.00030216906369971805,407.0980130818798
0.0003028304757526403,407.17213962315265
0.0003034933355576862,407.24629316409994
0.00030415764628381303,407.3204737194487
0.0003048234111069139,407.3946813039362
0.0003054906332098332,407.46891593231027
0.0003061593157823835,407.5431776193286
0.00030682946202135797,407.61746637975943
0.0003075010751305486,407.6917822284004
0.000308174158320759,407.7661251802304
0.000308848714809821,407.8404952500976
0.0003095247478226107,407.9148924528134
0.0003102022605910619,407.98931680319964
0.0003108812563541839,408.06376831608804
0.000311561738358075,408.13824700632114
0.00031224370985593865,408.21275288875137
0.0003129271741081002,408.2872859782416
0.00031361213438202017,408.3618462897334
0.0003142985939523125,408.43643383830306
0.00031498655610075785,408.5110486388573
0.00031567602411632035,408.5856907063032
0.0003163670012951642,408.660360055557
0.0003170594909406672,408.73505670154617
0.0003177534963634392,408.8097806592083
0.00031844902088133567,408.88453194349097
0.00031914606781947434,408.9593105693633
0.0003198446405102522,409.0341165519933
0.0003205447422933593,409.1089499064377
0.000321246376515797,409.18381064768835
0.0003219495465318921,409.2586987907471
0.0003226542557033133,409.33361435062636
0.00032336050739908886,409.4085573423493
0.00032406830499561996,409.483527780949
0.00032477765187669975,409.55852568146975
0.000325488551433527,409.6335510591324
0.0003262010070647235,409.7086039291365
0.0003269150221763512,409.78368430655894
0.0003276306001819261,409.8587922064878
0.00032834774450243745,409.93392764402137
0.0003290664585663615,410.0090906342685
0.00032978674580967914,410.0842811923482
0.00033050860967589313,410.1594993333906
0.0003312320536160423,410.2347450727086
0.00033195708108872083,410.3100184255963
0.0003326836955600923,410.385319407217
0.0003334119005039072,410.46064803274453
0.00033414169940152084,410.536004317364
0.00033487309574190737,410.61138827626985
0.0003356060930216792,410.68679992466815
0.00033634069474510137,410.76223927778386
0.0003370769044241095,410.8377063510682
0.00033781472557832727,410.91320115985593
0.00033855416173508114,410.9887237193972
0.0003392952164294197,411.06427404495287
0.00034003789320412856,411.13985215179395
0.0003407821956097477,411.2154580552021
0.00034152812720459025,411.2910917704701
0.00034227569155475634,411.366753312963
0.00034302489223415346,411.44244269824964
0.0003437757328245108,411.51815994168334
0.0003445282169153977,411.59390505860097
0.0003452823481042414,411.6696780643506
0.0003460381299963423,411.74547897429073
0.0003467955662048938,411.8213078037898
0.0003475546603509969,411.89716456823163
0.000348315416063679,411.9730492832282
0.0003490778369799118,412.04896196431497
0.00034984192674462666,412.1249026269058
0.0003506076890107347,412.2008712864257
0.0003513751274391417,412.2768679583099
0.0003521442456987667,412.3528926580042
0.00035291504746656066,412.4289454009655
0.0003536875364275215,412.50502620279036
0.00035446171627471465,412.58113507919614
0.00035523759070928807,412.6572720456792
0.00035601516344049123,412.7334371177416
0.0003567944381856936,412.8096303108959
0.0003575754186704001,412.8858516406656
0.00035835810862827204,412.9621011225844
0.0003591425118011415,413.038378772286
0.00035992863193903265,413.1146846056045
0.00036071647280017674,413.1910186381293
0.00036150603815103153,413.26738088543993
0.0003622973317663001,413.343771363127
0.00036309035742894646,413.4201900867909
0.0003638851189302165,413.49663707204405
0.0003646816200696537,413.57311233459615
0.0003654798646551182,413.6496158903719
0.00036627985650280624,413.72614775504167
0.00036708159943726567,413.8027079442628
0.0003678850972914175,413.8792964737037
0.0003686903539065713,413.95591335904345
0.0003694973731324448,414.03255861597194
0.0003703061588271835,414.10923226031485
0.0003711167148573763,414.18593430806555
0.0003719290450980773,414.2626647749591
0.00037274315343282133,414.3394236767315
0.00037355904375364386,414.4162110291294
0.0003743767199611007,414.49302684791036
0.00037519618596428407,414.56987114884265
0.0003760174456808441,414.64674394792877
0.00037684050303700515,414.7236452611674
0.00037766536196758564,414.8005751043623
0.00037849202641601783,414.8775334933281
0.0003793205003343644,414.9545204438901
0.0003801507876833399,415.03153597188447
0.00038098289243232745,415.10858009319105
0.00038181681855939853,415.1856528239951
0.0003826525700513335,415.2627541802531
0.00038349015090363746,415.3398841778478
0.0003843295651205631,415.4170428326728
0.00038517081671512646,415.4942301606327
0.00038601390970912784,415.5714461776423
0.00038685884813317173,415.64869089979726
0.00038770563602668376,415.7259643433214
0.00038855427743793286,415.8032665241707
0.0003894047764240479,415.88059745830685
0.00039025713705103846,415.9579571617028
0.00039111136339381523,416.0353456503426
0.00039196745953620684,416.1127629402672
0.0003928254295709825,416.1902090478364
0.0003936852775998688,416.26768398914305
0.0003945470077335705,416.3451877802177
0.00039541062409179144,416.4227204371023
0.0003962761308032515,416.5002819758495
0.00039714353200570926,416.5778724125267
0.00039801283184597925,416.65549176350834
0.00039888403447995287,416.7331400450656
0.00039975714407261944,416.8108172732989
0.0004006321647980834,416.8885234643186
0.00040150910083958737,416.96625863424634
0.00040238795638952935,417.044022799215
0.0004032687356494842,417.1218159755793
0.00040415144283022437,417.19963817978453
0.00040503608215173794,417.2774894280012
0.00040592265784325146,417.3553697364096
0.0004068111741432476,417.43327912120054
0.0004077016352994865,417.5112175985756
0.0004085940455690274,417.58918518491316
0.0004094884092182462,417.6671818967795
0.00041038473052285886,417.7452077504231
0.0004112830137679392,417.8232627620938
0.0004121832632479406,417.9013469480518
0.0004130854832667177,417.97946032456906
0.0004139896781375441,418.0576029080852
0.0004148958521831363,418.1357747152549
0.00041580400973567145,418.21397576239974
0.0004167141551368094,418.2922060658391
0.0004176262927377145,418.3704656419032
0.0004185404268990737,418.4487545069338
0.00041945656199112065,418.52707267747047
0.0004203747023936536,418.6054201702278
0.0004212948524960577,418.68379700159204
0.0004222170166973272,418.76220318795237
0.0004231411994060835,418.8406387457091
0.00042406740504059967,418.9191036912739
0.0004249956380288187,418.99759804133345
0.00042592590280837554,419.07612181261794
0.0004268582038266201,419.15467502157634
0.0004277925455406352,419.23325768466816
0.00042872893241726153,419.31186981836424
0.00042966736893311567,419.3905114391572
0.0004306078595746131,419.46918256391626
0.00043155040883799086,419.5478832093348
0.00043249502122932583,419.62661339193164
0.00043344170126456005,419.70537312823694
0.0004343904534695191,419.7841624347921
0.0004353412823799349,419.8629813282208
0.0004362941925414691,419.9418298255282
0.0004372491885097312,420.0207079433677
0.00043820627485030453,420.0996156983294
0.0004391654561387642,420.17855310701395
0.00044012673696070106,420.25752018603345
0.00044109012191174436,420.3365169522371
0.000442055615597581,420.41554342263214
0.0004430232226339809,420.4945996138729
0.000443992947646816,420.5736855426202
0.0004449647952720837,420.6528012255461
0.00044593877015593056,420.73194667936366
0.000446914876954671,420.81112192120804
0.00044789312033481345,420.89032696793356
0.0004488735049730794,420.969561836261
0.0004498560355564271,421.0488265429226
0.00045084071678207547,421.1281211046614
0.000451827553357523,421.207445538447
0.0004528165500005746,421.28679986145227
0.00045380771143936,421.366184090468
0.00045480104241235863,421.445598242286
0.00045579654766842305,421.52504233371
0.0004567942319667988,421.6045163816081
0.00045779410007715064,421.6840204032846
0.000458796156779582,421.7635544156936
0.0004598004068646597,421.84311843568764
0.0004608068551334377,421.9227124801309
0.0004618155063974771,422.00233656589893
0.00046282636547887276,422.08199071024086
0.00046383943721027326,422.1616749303525
0.0004648547264349051,422.2413892431472
0.0004658722380065975,422.3211336655495
0.0004668919767898023,422.4009082144953
0.00046791394765962095,422.4807129071258
0.0004689381555018243,422.5605477608604
0.0004699646052128779,422.6404127926923
0.0004709933016999662,422.720308019607
0.00047202424988101305,422.8002334586011
0.00047305745468470913,422.8801891267784
0.0004740929210505318,422.9601750416736
0.0004751306539287705,423.0401912203982
0.0004761706582805516,423.12023767999835
0.0004772129390778589,423.20031443753186
0.00047825750130356116,423.28042151011175
0.00047930434995143226,423.36055891532965
0.0004803534900261786,423.4407266704274
0.0004814049265434599,423.5209247925126
0.0004824586645299146,423.6011532987041
0.00048351470902318537,423.6814122061524
0.00048457306507193956,423.7617015324858
0.0004856337377358975,423.8420212950695
0.00048669673208585326,423.9223715110723
0.00048776205320370005,424.00275219767457
0.0004888297061824565,424.08316337207924
0.000489899696126287,424.1636050519588
0.0004909720281505305,424.24407725477977
0.0004920467073817212,424.3245799977728
0.000493123738957615,424.4051132981797
0.0004942031280272147,424.485677173264
0.0004952848797507921,424.5662716407643
0.000496368999299916,424.6468967182196
0.0004974554918574736,424.72755242292175
0.0004985443626176972,424.8082387721746
0.0004996356167861897,424.88895578330954
0.0005007292595799467,424.9697034741564
0.000501825296227385,425.0504818622946
0.0005029237319683646,425.131290965078
0.0005040245720542144,425.21213079987245
0.0005051278217477599,425.29300138408973
0.0005062334863233439,425.37390273566604
0.0005073415710668565,425.45483487219445
0.0005084520812757559,425.53579781109096
0.0005095650222590964,425.61679156978323
0.0005106803993375544,425.6978161657874
0.0005117982178434505,425.77887161714074
0.0005129184831207795,425.859957941432
0.0005140412005252316,425.93574344292546
0.0005151663754242204,426.0220209545995
0.0005162940131969093,426.103402326935
0.0005174241192342343,426.18461231878297
0.0005185566989389333,426.2658532718816
0.0005196917577255689,426.3471252037716
0.0005208293010205552,426.4284281320052
0.0005219693342621857,426.5097620744517
0.0005231118629006559,426.59112704918977
0.000524256892398093,426.67252307381847
0.0005254044282285784,426.75395016594115
0.000526554475878176,426.8354083431819
0.0005277070408449592,426.9168976236841
0.0005288621286390343,426.9984180253912
0.0005300197447825704,427.07996956595747
0.0005311798948098225,427.1615522630495
0.0005323425842671595,427.2431661344377
0.0005335078187130919,427.32481119844283
0.0005346756037182956,427.4064874728883
0.0005358459448656415,427.4881949754915
0.0005370188477502195,427.56993372398176
0.0005381943179793666,427.6517037363993
0.0005393723611726948,427.7335050310429
0.000540552982962115,427.81533762569296
0.0005417361889918677,427.8972015381303
0.0005429219849185463,427.9790967861732
0.0005441103764111258,428.06102338822114
0.0005453013691509914,428.1429813623414
0.0005464949688319626,428.2249707263661
0.0005476911811603233,428.3069914981391
0.0005488900118548469,428.3890436957287
0.000550091466646824,428.4711273376327
0.0005512955512800924,428.55324244177643
0.0005525022715110597,428.63538902605535
0.0005537116331087363,428.71756710839173
0.0005549236418547585,428.79977670728715
0.0005561383035434177,428.8820178409757
0.0005573556239816903,428.964290527405
0.000558575608989261,429.0465947845343
0.0005597982643985554,429.12893063056345
0.0005610235960547639,429.2112980841204
0.0005622516098158716,429.2936971632429
0.0005634823115526871,429.3761278859417
0.0005647157071488677,429.4585902702752
0.0005659518025009517,429.5410843349242
0.0005671906035183822,429.6236100981836
0.0005684321161235373,429.70616757811604
0.0005696763462517606,429.788756792797
0.0005709232998513849,429.87137776067317
0.0005721729828837654,429.95403050041733
0.0005734254013233046,430.0367150301521
0.0005746805611574819,430.1194313680049
0.0005759384683868844,430.2021795322404
0.0005771991290252317,430.2849595417248
0.0005784625490994089,430.36777141473846
0.0005797287346494911,430.4506151694611
0.0005809976917287752,430.5334908241011
0.0005822694264038089,430.61639839749154
0.0005835439447544173,430.69933790817186
0.0005848212528737353,430.782309374374
0.0005861013568682335,430.8653128143425
0.0005873842628577487,430.94834824672364
0.000588669976975515,431.03141569037234
0.0005899585053681894,431.1145151635785
0.000591249854195885,431.19764668463904
0.0005925440296321974,431.2808102720625
0.0005938410378642352,431.36400594489857
0.0005951408850926516,431.4472337215509
0.0005964435775316702,431.53049362036944
0.0005977491214091187,431.61378565979913
0.0005990575229664554,431.69710985896177
0.0006003687884588002,431.7804662364234
0.0006016829241549666,431.863854810587
0.0006029999363374874,431.9472755998899
0.0006043198313026494,432.03072862344146
0.0006056426153605195,432.11421389999987
0.0006069682948349766,432.1977314480199
0.0006082968760637435,432.28128128597115
0.0006096283653984133,432.3648634329004
0.0006109627692044842,432.44847790776896
0.0006123000938613862,432.5321247290852
0.0006136403457625127,432.6158039153696
0.0006149835313152537,432.69951548559845
0.0006163296569410213,432.7832594589214
0.0006176787290752863,432.86703585390353
0.0006190307541676038,432.9508446891187
0.0006203857386816463,433.03468598350844
0.0006217436890952363,433.11855975636286
0.0006231046119003729,433.2024660263145
0.0006244685136032683,433.2864048119904
0.0006258354007243739,433.3703761323301
0.0006272052797984133,433.4543800067292
0.0006285781573744163,433.5384164538905
0.0006299540400157447,433.62248549249495
0.0006313329343001296,433.70658714150557
0.0006327148468196974,433.79072142040144
0.0006340997841810061,433.8748883479528
0.0006354877530050731,433.95908794289346
0.0006368787599274082,434.04332022423307
0.0006382728115980478,434.1275852115207
0.0006396699146815814,434.2118829235845
0.0006410700758571893,434.29621337921327
0.00064247330181867,434.3805765974835
0.0006438795992744734,434.4649725980021
0.000645288974947736,434.5494013996474
0.0006467014355763072,434.6338630212616
0.0006481169879127878,434.71835748201283
0.0006495356387245572,434.8028848015506
0.0006509573947938075,434.88744499879465
0.0006523822629175787,434.97203809264164
0.0006538102499077855,435.05666410237825
0.0006552413625912563,435.14132304767406
0.00065667560780976,435.2260149474866
0.0006581129924200417,435.31073982076595
0.0006595535232938573,435.3954976869525
0.0006609972073180007,435.4802885656999
0.0006624440513943438,435.5651124760049
0.0006638940624398633,435.64996943687265
0.0006653472473866765,435.7348594679383
0.0006668036131820762,435.8197825887879
0.0006682631667885592,435.90473881846765
0.0006697259151838655,435.9897281760543
0.0006711918653610061,436.0747506813831
0.0006726610243282989,436.159806353946
0.0006741333991094045,436.2448952128434
0.0006756089967433546,436.3300172772601
0.000677087824284591,436.4151725671939
0.0006785698888029951,436.5003611020441
0.0006800551973839234,436.585582900966
0.000681543757128243,436.67083798330526
0.0006830355751523617,436.75612636915116
0.0006845306585882671,436.8414480778291
0.0006860290145835553,436.92680312854975
0.000687530650301468,437.0121915408896
0.0006890355729209283,437.0976133349237
0.0006905437896365706,437.18306852993965
0.00069205530765878,437.2685571452023
0.0006935701342137221,437.35407920061385
0.0006950882765433801,437.43963471608373
0.0006966097419055907,437.52522371091953
0.0006981345375740748,437.6108462044865
0.000699662670838477,437.6965022169925
0.0007011941490043962,437.78219176812075
0.0007027289793934222,437.86791487723355
0.0007042671693431731,437.95367156390444
0.0007058087262073255,438.03946184846933
0.000707353657355655,438.12528575045565
0.0007089019701740665,438.21114328928115
0.0007104536720646319,438.29703448486293
0.0007120087704456277,438.38295935743093
0.0007135672727515648,438.4689179264562
0.0007151291864332307,438.55491021143865
0.0007166945189577193,438.64093623272385
0.0007182632778084692,438.7269960102227
0.0007198354704853015,438.813089563451
0.0007214111045044507,438.89921691214306
0.0007229901873986061,438.98537807681845
0.0007245727267169434,439.0715730771615
0.0007261587300251621,439.1578019327437
0.0007277482049055247,439.24406466373114
0.000729341158956887,439.3303612904614
0.0007309375997947412,439.4166918325513
0.0007325375350512463,439.50305630970354
0.0007341409723752673,439.5894547425248
0.0007357479194324142,439.6758871509659
0.0007373583839050726,439.76235355469686
0.0007389723734924472,439.84885397378616
0.0007405898959105933,439.9353884288551
0.0007422109588924551,440.0219569396574
0.0007438355701879063,440.1085595259448
0.0007454637375637806,440.19519620835257
0.0007470954688039155,440.28186700707727
0.0007487307717091844,440.36857194188804
0.0007503696540975355,440.4553110328624
0.0007520121238040321,440.54208430079655
0.0007536581886808843,440.62889176558457
0.000755307856597493,440.7157334470645
0.0007569611354404818,440.8026093659317
0.0007586180331137371,440.88951954256174
0.0007602785575384487,440.9764639968234
0.0007619427166531414,441.0634427488795
0.0007636105184137198,441.15045581965467
0.0007652819707935006,441.23750322915504
0.0007669570817832534,441.32458499732235
0.0007686358593912406,441.4117011449853
0.0007703183116432507,441.49885169260904
0.0007720044465826431,441.58603666016245
0.0007736942722703805,441.6732560679661
0.0007753877967850702,441.7605099370389
0.000777085028223005,441.8477982874624
0.0007787859746981963,441.93278546476296
0.0007804906443424194,442.0224785135946
0.0007821990453052463,442.10987043079854
0.0007839111857540882,442.19729691098615
0.0007856270738742353,442.28475797472726
0.0007873467178688919,442.3722536430653
0.000789070125959221,442.45978393613734
0.0007907973063843786,442.5473488741931
0.0007925282674015547,442.634948478464
0.0007942630172860165,442.7225827693625
0.0007960015643311408,442.8102517670588
0.0007977439168484614,442.89795549250704
0.0007994900831677021,442.98569396661986
0.0008012400716368202,443.07346720961135
0.0008029938906220474,443.161275242022
0.0008047515485079252,443.249118085185
0.0008065130536973511,443.3369957594514
0.0008082784146116128,443.4249082851567
0.0008100476396904317,443.5128556836538
0.0008118207373920049,443.60083797562356
0.0008135977161930401,443.68885518138086
0.0008153785845888031,443.7769073219481
0.0008171633510931519,443.8649944184998
0.0008189520242385809,443.95311649139666
0.0008207446125762632,444.0412735613196
0.0008225411246760862,444.1294656497827
0.0008243415691266988,444.21769277729396
0.0008261459545355475,444.30595496435376
0.0008279542895289192,444.39425223251084
0.0008297665827519849,444.48258460256375
0.0008315828428688359,444.5709520949754
0.0008334030785625315,444.65935473106236
0.0008352272985351346,444.74779253203826
0.0008370555115077556,444.83626551840933
0.0008388877262205974,444.92477371115973
0.0008407239514329904,445.0133171318952
0.0008425641959234416,445.10189580120925
0.0008444084684896699,445.1905097398739
0.0008462567779486544,445.2791589696617
0.0008481091331366714,445.36784351135776
0.0008499655429093383,445.45656338562964
0.0008518260161416594,445.5453186142198
0.0008536905617280616,445.6341092181942
0.0008555591885824441,445.7229352182083
0.0008574319056382151,445.81179663580957
0.0008593087218483369,445.90069349241793
0.0008611896461853714,445.9896258087321
0.0008630746876415168,446.0785936060344
0.0008649638552286576,446.16759690609223
0.0008668571579784019,446.2566357296705
0.0008687546049421268,446.3457100978655
0.000870656205191024,446.4348200326494
0.0008725619678161381,446.52396555491606
0.000874471901928416,446.6131466856451
0.0008763860166587449,446.70236344689414
0.0008783043211579982,446.79161585973605
0.0008802268245970826,446.88090394509214
0.0008821535361669747,446.97022772500907
0.0008840844650787732,447.05958722077685
0.0008860196205637354,447.14898245330625
0.0008879590118733255,447.2384134445582
0.0008899026482792602,447.3278802160675
0.0008918505390735474,447.41738278877165
0.0008938026935685379,447.5069211844918
0.0008957591210969631,447.5964954250243
0.000897719831011983,447.6861055313519
0.000899684832687233,447.77575152515055
0.0009016541355168627,447.8654334284551
0.000903627748915588,447.95515126230464
0.0009056056823187299,448.0449050482699
0.0009075879451822621,448.13469480856446
0.0009095745469828588,448.22452056430234
0.0009115654972179343,448.31438233698475
0.0009135608054056949,448.40428014895616
0.0009155604810851787,448.49421402141934
0.0009175645338163032,448.5841839758335
0.0009195729731799146,448.6741900346394
0.0009215858087778263,448.7642322191359
0.0009236030502328733,448.8543105507621
0.0009256247071889502,448.9444250520325
0.0009276507893110615,449.0345757443421
0.00092968130628537,449.12476264912925
0.0009317162678192365,449.21498578896677
0.0009337556836412738,449.30524518534304
0.0009357995635013866,449.39554085970974
0.0009378479171708212,449.4858728346919
0.0009399007544422146,449.5762411318627
0.000941958085129635,449.6666457727001
0.0009440199190686362,449.7570867798791
0.0009460862661162982,449.84756417504775
0.0009481571361512767,449.93807797972147
0.0009502325390738536,450.0286282166264
0.0009523124848059773,450.1192149074735
0.0009543969832913185,450.2098380738249
0.0009564860444953101,450.3004977384624
0.0009585796784051981,450.39119392314643
0.0009606778950300926,450.48192664949545
0.0009627807044010083,450.57269594035085
0.0009648881165709207,450.6635018175095
0.000967000141614807,450.7543443026564
0.0009691167896296973,450.8452234186954
0.0009712380707347259,450.93613918744626
0.0009733639950711729,451.0270916306736
0.0009754945728025201,451.1180807713427
0.000977629814114493,451.2091066312855
0.000979769729215113,451.30016923236025
0.0009819143283347476,451.3912685975883
0.0009840636217261544,451.4824047488046
0.0009862176196645364,451.57357770798046
0.000988376332447585,451.6647874981798
0.0009905397703955322,451.75603414123526
0.0009927079438512025,451.84731765925386
0.0009948808631800555,451.93863807532153
0.000997058538770244,452.0299954112666
0.000999240981032656,452.12138968936057
0.0010014282004009673,452.21282093267905
0.0010036202073316956,452.3042891630505
0.001005817012304242,452.3957944029445
0.00100801862582095,452.4873366753833
0.0010102250584071483,452.5789160022046
0.0010124363206112047,452.67053240611824
0.0010146524230045786,452.76218591003493
0.0010168733761818656,452.8538765358233
0.0010190991907608551,452.9456043064672
0.0010213298773825749,453.03736924470866
0.0010235654467113445,453.12917137249525
0.0010258059094348298,453.2210107130543
