1.000000000000000000e+02 1.800000000000000044e+00 6.882299999999999862e+00 1.320674065336394051e+03
1.000000000000000000e+02 2.000000000000000000e+00 6.771399999999999864e+00 1.312975742052150565e+02
1.000000000000000000e+02 2.200000000000000178e+00 6.714199999999999946e+00 1.319238678882382487e+02
1.000000000000000000e+02 2.400000000000000355e+00 6.602000000000000313e+00 1.316306748265463966e+02
1.000000000000000000e+02 2.600000000000000089e+00 6.487199999999999633e+00 1.314228441824434270e+02
1.000000000000000000e+02 2.799999999999999822e+00 6.419200000000000017e+00 1.315272209956578280e+02
1.000000000000000000e+02 3.000000000000000000e+00 6.314499999999999780e+00 1.305080910041904758e+02
1.000000000000000000e+02 3.200000000000000178e+00 6.247099999999999653e+00 1.308644290409763187e+02
1.000000000000000000e+02 3.400000000000000355e+00 6.137999999999999901e+00 1.306846694774468745e+02
1.000000000000000000e+02 3.600000000000000089e+00 6.036400000000000432e+00 1.300368160106481383e+02
1.500000000000000000e+02 1.800000000000000044e+00 7.437199999999999811e+00 1.678063573063537035e+02
1.500000000000000000e+02 2.000000000000000000e+00 7.366600000000000037e+00 1.678504261021859634e+02
1.500000000000000000e+02 2.200000000000000178e+00 7.281799999999999606e+00 1.677329710692371805e+02
1.500000000000000000e+02 2.400000000000000355e+00 7.216599999999999682e+00 1.701801786382237367e+02
1.500000000000000000e+02 2.600000000000000089e+00 7.072000000000000064e+00 1.676061655729610891e+02
1.500000000000000000e+02 2.799999999999999822e+00 6.937700000000000422e+00 1.669941367279335225e+02
1.500000000000000000e+02 3.000000000000000000e+00 6.861100000000000421e+00 1.673669672025083344e+02
1.500000000000000000e+02 3.200000000000000178e+00 6.776600000000000179e+00 1.672413919034939056e+02
1.500000000000000000e+02 3.400000000000000355e+00 6.659399999999999764e+00 1.671113784847255772e+02
1.500000000000000000e+02 3.600000000000000089e+00 6.710200000000000387e+00 1.622468163950830160e+02
2.000000000000000000e+02 1.800000000000000044e+00 7.917500000000000426e+00 2.099489892292668287e+02
2.000000000000000000e+02 2.000000000000000000e+00 7.806400000000000006e+00 2.099959139024899741e+02
2.000000000000000000e+02 2.200000000000000178e+00 7.736799999999999677e+00 2.100467226051108582e+02
2.000000000000000000e+02 2.400000000000000355e+00 7.608999999999999986e+00 2.100870020966249569e+02
2.000000000000000000e+02 2.600000000000000089e+00 7.496699999999999697e+00 2.101057199346452933e+02
2.000000000000000000e+02 2.799999999999999822e+00 7.431000000000000050e+00 2.105824672743278825e+02
2.000000000000000000e+02 3.000000000000000000e+00 7.303300000000000125e+00 2.102955069356042372e+02
2.000000000000000000e+02 3.200000000000000178e+00 7.170099999999999696e+00 2.090096815287628544e+02
2.000000000000000000e+02 3.400000000000000355e+00 7.061099999999999710e+00 2.101179806005697799e+02
2.000000000000000000e+02 3.600000000000000089e+00 6.959299999999999820e+00 2.099285425208373681e+02
2.500000000000000000e+02 1.800000000000000044e+00 8.413700000000000401e+00 2.582077358904822404e+02
2.500000000000000000e+02 2.000000000000000000e+00 8.294700000000000628e+00 2.581040681710998683e+02
2.500000000000000000e+02 2.200000000000000178e+00 8.139599999999999724e+00 2.518625878261319428e+02
2.500000000000000000e+02 2.400000000000000355e+00 8.029799999999999827e+00 2.530940548643935983e+02
2.500000000000000000e+02 2.600000000000000089e+00 7.978500000000000369e+00 2.567209031892468261e+02
2.500000000000000000e+02 2.799999999999999822e+00 7.870899999999999785e+00 2.564377947784606135e+02
2.500000000000000000e+02 3.000000000000000000e+00 7.767299999999999649e+00 2.564737394570553874e+02
2.500000000000000000e+02 3.200000000000000178e+00 7.639899999999999913e+00 2.566630404878309264e+02
2.500000000000000000e+02 3.400000000000000355e+00 7.517000000000000348e+00 2.568585171016751474e+02
2.500000000000000000e+02 3.600000000000000089e+00 7.386499999999999844e+00 2.580372937075533741e+02
3.000000000000000000e+02 1.800000000000000044e+00 8.807000000000000384e+00 3.077601878225715950e+02
3.000000000000000000e+02 2.000000000000000000e+00 8.692700000000000315e+00 3.078738467013464515e+02
3.000000000000000000e+02 2.200000000000000178e+00 8.578300000000000480e+00 3.077339432341315160e+02
3.000000000000000000e+02 2.400000000000000355e+00 8.481899999999999551e+00 3.077207044664583009e+02
3.000000000000000000e+02 2.600000000000000089e+00 8.363200000000000855e+00 3.077192297464147259e+02
3.000000000000000000e+02 2.799999999999999822e+00 8.238200000000000855e+00 3.074386832709598139e+02
3.000000000000000000e+02 3.000000000000000000e+00 8.113899999999999224e+00 3.074540337230666864e+02
3.000000000000000000e+02 3.200000000000000178e+00 8.008300000000000196e+00 3.074352302212806194e+02
3.000000000000000000e+02 3.400000000000000355e+00 7.908699999999999619e+00 3.073852013674758723e+02
3.000000000000000000e+02 3.600000000000000089e+00 7.746699999999999697e+00 3.072095465485648447e+02
3.500000000000000000e+02 1.800000000000000044e+00 9.131500000000000838e+00 3.575400405591119011e+02
3.500000000000000000e+02 2.000000000000000000e+00 9.016400000000000858e+00 3.575464405885071528e+02
3.500000000000000000e+02 2.200000000000000178e+00 8.905099999999999127e+00 3.576209673586559461e+02
3.500000000000000000e+02 2.400000000000000355e+00 8.790900000000000603e+00 3.575460551228785562e+02
3.500000000000000000e+02 2.600000000000000089e+00 8.674899999999999167e+00 3.577133267383665043e+02
3.500000000000000000e+02 2.799999999999999822e+00 8.544100000000000250e+00 3.571089592039080003e+02
3.500000000000000000e+02 3.000000000000000000e+00 8.440099999999999270e+00 3.569365782415548551e+02
3.500000000000000000e+02 3.200000000000000178e+00 8.322900000000000631e+00 3.567261529259099007e+02
3.500000000000000000e+02 3.400000000000000355e+00 8.199299999999999145e+00 3.565355003665782192e+02
3.500000000000000000e+02 3.600000000000000089e+00 8.067800000000000082e+00 3.563363566247272161e+02
4.000000000000000000e+02 1.800000000000000044e+00 9.374100000000000321e+00 4.068223182330986560e+02
4.000000000000000000e+02 2.000000000000000000e+00 9.258900000000000574e+00 4.065073590220367805e+02
4.000000000000000000e+02 2.200000000000000178e+00 9.156299999999999883e+00 4.061636808234310934e+02
4.000000000000000000e+02 2.400000000000000355e+00 9.038199999999999790e+00 4.058083329142618254e+02
4.000000000000000000e+02 2.600000000000000089e+00 8.921400000000000219e+00 4.053119109202948493e+02
4.000000000000000000e+02 2.799999999999999822e+00 8.797200000000000131e+00 4.033352350700149600e+02
