1.000000000000000000e+02 1.800000000000000044e+00 6.665099999999999802e+00
1.000000000000000000e+02 2.000000000000000000e+00 6.577099999999999724e+00
1.000000000000000000e+02 2.200000000000000178e+00 6.497300000000000075e+00
1.000000000000000000e+02 2.400000000000000355e+00 6.432100000000000151e+00
1.000000000000000000e+02 2.600000000000000089e+00 6.297100000000000364e+00
1.000000000000000000e+02 2.799999999999999822e+00 6.142400000000000304e+00
1.000000000000000000e+02 3.000000000000000000e+00 6.094899999999999984e+00
1.000000000000000000e+02 3.200000000000000178e+00 5.953700000000000436e+00
1.000000000000000000e+02 3.400000000000000355e+00 5.891300000000000203e+00
1.000000000000000000e+02 3.600000000000000089e+00 5.744100000000000428e+00
1.500000000000000000e+02 1.800000000000000044e+00 7.413999999999999702e+00
1.500000000000000000e+02 2.000000000000000000e+00 7.280100000000000016e+00
1.500000000000000000e+02 2.200000000000000178e+00 7.171100000000000030e+00
1.500000000000000000e+02 2.400000000000000355e+00 7.055500000000000327e+00
1.500000000000000000e+02 2.600000000000000089e+00 6.986100000000000421e+00
1.500000000000000000e+02 2.799999999999999822e+00 6.852400000000000269e+00
1.500000000000000000e+02 3.000000000000000000e+00 6.750300000000000189e+00
1.500000000000000000e+02 3.200000000000000178e+00 6.683200000000000252e+00
1.500000000000000000e+02 3.400000000000000355e+00 6.553300000000000125e+00
1.500000000000000000e+02 3.600000000000000089e+00 6.436099999999999710e+00
2.000000000000000000e+02 1.800000000000000044e+00 7.964500000000000135e+00
2.000000000000000000e+02 2.000000000000000000e+00 7.876400000000000290e+00
2.000000000000000000e+02 2.200000000000000178e+00 7.796899999999999942e+00
2.000000000000000000e+02 2.400000000000000355e+00 7.603500000000000369e+00
2.000000000000000000e+02 2.600000000000000089e+00 7.510299999999999976e+00
2.000000000000000000e+02 2.799999999999999822e+00 7.436399999999999899e+00
2.000000000000000000e+02 3.000000000000000000e+00 7.325999999999999623e+00
2.000000000000000000e+02 3.200000000000000178e+00 7.198999999999999844e+00
2.000000000000000000e+02 3.400000000000000355e+00 7.078700000000000436e+00
2.000000000000000000e+02 3.600000000000000089e+00 6.971400000000000041e+00
2.500000000000000000e+02 1.800000000000000044e+00 8.615199999999999747e+00
2.500000000000000000e+02 2.000000000000000000e+00 8.493499999999999162e+00
