,T_int,logg,lam,f_nu,f_lam,F
22934,200.0,2.8,21.450499999999998,3.27004e-28,2.1305853103835908e-12,4.8837912040409575e-15
22935,200.0,2.8,21.478,3.6190800000000006e-28,2.3519669253824983e-12,4.8837912040409575e-15
22936,200.0,2.8,21.505499999999998,3.7254799999999997e-28,2.4149261294725893e-12,4.8837912040409575e-15
22937,200.0,2.8,21.532999999999998,3.5853000000000003e-28,2.3181264549229964e-12,4.8837912040409575e-15
22938,200.0,2.8,21.5606,3.39355e-28,2.188533860955785e-12,4.8837912040409575e-15
22939,200.0,2.8,21.588199999999997,3.3138e-28,2.131641323713646e-12,4.8837912040409575e-15
22940,200.0,2.8,21.615799999999997,3.40804e-28,2.1866675473283805e-12,4.8837912040409575e-15
22941,200.0,2.8,21.6435,3.44497e-28,2.2047084278530438e-12,4.8837912040409575e-15
22942,200.0,2.8,21.6712,3.39057e-28,2.1643500254973445e-12,4.8837912040409575e-15
22943,200.0,2.8,21.698999999999998,3.36242e-28,2.140884429212138e-12,4.8837912040409575e-15
22944,200.0,2.8,21.726799999999997,3.41879e-28,2.1712088208140575e-12,4.8837912040409575e-15
22945,200.0,2.8,21.754599999999996,3.3885e-28,2.1464757589413853e-12,4.8837912040409575e-15
22946,200.0,2.8,21.782399999999996,3.25494e-28,2.0566113700182636e-12,4.8837912040409575e-15
22947,200.0,2.8,21.8103,2.85603e-28,1.799948955870829e-12,4.8837912040409575e-15
22948,200.0,2.8,21.8383,2.60043e-28,1.6346629339828918e-12,4.8837912040409575e-15
22949,200.0,2.8,21.8662,2.46035e-28,1.5426626449132073e-12,4.8837912040409575e-15
22950,200.0,2.8,21.8942,2.72445e-28,1.7038893286718769e-12,4.8837912040409575e-15
22951,200.0,2.8,21.9223,3.0380000000000003e-28,1.8951179239377427e-12,4.8837912040409575e-15
22952,200.0,2.8,21.9503,3.3758700000000002e-28,2.100513594751732e-12,4.8837912040409575e-15
22953,200.0,2.8,21.9784,3.5580700000000003e-28,2.2082235877377043e-12,4.8837912040409575e-15
22954,200.0,2.8,22.006599999999995,3.5703e-28,2.2101386203892582e-12,4.8837912040409575e-15
22955,200.0,2.8,22.034799999999997,3.4271000000000005e-28,2.1160662181358636e-12,4.8837912040409575e-15
22956,200.0,2.8,22.062999999999995,3.1714800000000004e-28,1.953230737028928e-12,4.8837912040409575e-15
22957,200.0,2.8,22.091199999999997,3.1905500000000005e-28,1.9599619620753356e-12,4.8837912040409575e-15
22958,200.0,2.8,22.1195,3.33539e-28,2.043697971153599e-12,4.8837912040409575e-15
22959,200.0,2.8,22.1478,3.64969e-28,2.230568138258692e-12,4.8837912040409575e-15
22960,200.0,2.8,22.1762,3.62211e-28,2.2080458069272164e-12,4.8837912040409575e-15
22961,200.0,2.8,22.204599999999996,3.6388700000000005e-28,2.212591987331632e-12,4.8837912040409575e-15
22962,200.0,2.8,22.232999999999997,3.6434300000000005e-28,2.2097085543067824e-12,4.8837912040409575e-15
22963,200.0,2.8,22.2615,3.7511500000000006e-28,2.2692183436136444e-12,4.8837912040409575e-15
22964,200.0,2.8,22.289999999999996,3.7914700000000004e-28,2.2877480294789866e-12,4.8837912040409575e-15
22965,200.0,2.8,22.318499999999997,3.70791e-28,2.231618132378389e-12,4.8837912040409575e-15
22966,200.0,2.8,22.3471,3.55834e-28,2.1361207600640044e-12,4.8837912040409575e-15
22967,200.0,2.8,22.375699999999995,3.44523e-28,2.062935559031222e-12,4.8837912040409575e-15
22968,200.0,2.8,22.4044,3.47486e-28,2.075350142313155e-12,4.8837912040409575e-15
22969,200.0,2.8,22.433099999999996,3.56624e-28,2.124480187014633e-12,4.8837912040409575e-15
22970,200.0,2.8,22.4618,3.58405e-28,2.129637329406763e-12,4.8837912040409575e-15
22971,200.0,2.8,22.490599999999997,3.48631e-28,2.0662583485567055e-12,4.8837912040409575e-15
22972,200.0,2.8,22.5194,3.2959099999999997e-28,1.948419272917423e-12,4.8837912040409575e-15
22973,200.0,2.8,22.548199999999998,3.1813099999999997e-28,1.8758708593930687e-12,4.8837912040409575e-15
22974,200.0,2.8,22.5771,2.97795e-28,1.751466323864733e-12,4.8837912040409575e-15
22975,200.0,2.8,22.605999999999998,2.72169e-28,1.5966580465817556e-12,4.8837912040409575e-15
22976,200.0,2.8,22.634899999999995,2.62821e-28,1.5378840971813563e-12,4.8837912040409575e-15
22977,200.0,2.8,22.6639,2.86392e-28,1.6715227609384915e-12,4.8837912040409575e-15
22978,200.0,2.8,22.692899999999998,3.27012e-28,1.9037257927772455e-12,4.8837912040409575e-15
22979,200.0,2.8,22.721999999999998,3.48461e-28,2.0234001158764706e-12,4.8837912040409575e-15
22980,200.0,2.8,22.751099999999997,3.4811200000000003e-28,2.0162059806188065e-12,4.8837912040409575e-15
22981,200.0,2.8,22.7802,3.3816400000000006e-28,1.9535881375886676e-12,4.8837912040409575e-15
22982,200.0,2.8,22.8094,3.2718700000000005e-28,1.8853371269274884e-12,4.8837912040409575e-15
22983,200.0,2.8,22.8386,3.3153799999999997e-28,1.905526793253551e-12,4.8837912040409575e-15
22984,200.0,2.8,22.867799999999995,3.3423200000000003e-28,1.9161078942112443e-12,4.8837912040409575e-15
22985,200.0,2.8,22.897099999999995,3.33498e-28,1.9070100200487198e-12,4.8837912040409575e-15
22986,200.0,2.8,22.926399999999997,3.33314e-28,1.9010893448375516e-12,4.8837912040409575e-15
22987,200.0,2.8,22.955799999999996,3.36314e-28,1.91328992513075e-12,4.8837912040409575e-15
22988,200.0,2.8,22.985199999999995,3.51586e-28,1.995058809875164e-12,4.8837912040409575e-15
22989,200.0,2.8,23.014599999999998,3.5302800000000005e-28,1.9981265612647206e-12,4.8837912040409575e-15
22990,200.0,2.8,23.044099999999997,3.6239500000000004e-28,2.0458952668303108e-12,4.8837912040409575e-15
22991,200.0,2.8,23.073599999999995,3.4976599999999996e-28,1.9695525567574748e-12,4.8837912040409575e-15
22992,200.0,2.8,23.103099999999998,3.3728800000000005e-28,1.8944409694305218e-12,4.8837912040409575e-15
22993,200.0,2.8,23.132699999999996,3.21465e-28,1.8009503787340964e-12,4.8837912040409575e-15
22994,200.0,2.8,23.162299999999995,3.15294e-28,1.7618666887714561e-12,4.8837912040409575e-15
22995,200.0,2.8,23.192,3.13689e-28,1.7484112327714512e-12,4.8837912040409575e-15
22996,200.0,2.8,23.2217,3.2235300000000005e-28,1.7921089098384322e-12,4.8837912040409575e-15
22997,200.0,2.8,23.251399999999997,3.4289000000000003e-28,1.9014167155162324e-12,4.8837912040409575e-15
22998,200.0,2.8,23.281199999999995,3.5866299999999996e-28,1.983793926333875e-12,4.8837912040409575e-15
22999,200.0,2.8,23.310999999999996,3.6586700000000002e-28,2.018469230872439e-12,4.8837912040409575e-15
23000,200.0,2.8,23.3409,3.6713700000000003e-28,2.0202897565032378e-12,4.8837912040409575e-15
23001,200.0,2.8,23.370699999999996,3.6645700000000006e-28,2.0114085120297367e-12,4.8837912040409575e-15
23002,200.0,2.8,23.400699999999997,3.5761300000000006e-28,1.9578359689565673e-12,4.8837912040409575e-15
23003,200.0,2.8,23.4306,3.4054200000000002e-28,1.8596215286878924e-12,4.8837912040409575e-15
23004,200.0,2.8,23.460599999999996,3.23723e-28,1.7632586763530503e-12,4.8837912040409575e-15
23005,200.0,2.8,23.4907,3.1767700000000006e-28,1.7258957475041575e-12,4.8837912040409575e-15
23006,200.0,2.8,23.520699999999998,3.2472800000000004e-28,1.759705353842173e-12,4.8837912040409575e-15
23007,200.0,2.8,23.5509,3.3217499999999997e-28,1.795447166036611e-12,4.8837912040409575e-15
23008,200.0,2.8,23.580999999999996,3.21674e-28,1.7342520873201405e-12,4.8837912040409575e-15
23009,200.0,2.8,23.6112,2.99595e-28,1.6110875594707662e-12,4.8837912040409575e-15
23010,200.0,2.8,23.641399999999997,2.93594e-28,1.5747858240046648e-12,4.8837912040409575e-15
23011,200.0,2.8,23.6717,3.05339e-28,1.6335938336876923e-12,4.8837912040409575e-15
23012,200.0,2.8,23.701999999999998,3.20171e-28,1.7085697296703313e-12,4.8837912040409575e-15
23013,200.0,2.8,23.732399999999995,3.13865e-28,1.6706299877710928e-12,4.8837912040409575e-15
23014,200.0,2.8,23.7628,2.96068e-28,1.5718711656020076e-12,4.8837912040409575e-15
23015,200.0,2.8,23.7932,2.75107e-28,1.4568560222129571e-12,4.8837912040409575e-15
23016,200.0,2.8,23.823699999999995,2.5534600000000002e-28,1.348749630661955e-12,4.8837912040409575e-15
23017,200.0,2.8,23.854199999999995,2.24875e-28,1.1847648664300505e-12,4.8837912040409575e-15
23018,200.0,2.8,23.8847,2.06768e-28,1.0865868588289041e-12,4.8837912040409575e-15
23019,200.0,2.8,23.9153,2.1638000000000003e-28,1.1341908859353577e-12,4.8837912040409575e-15
23020,200.0,2.8,23.945899999999998,2.5723800000000003e-28,1.3449108529765905e-12,4.8837912040409575e-15
23021,200.0,2.8,23.976599999999998,2.95172e-28,1.5392907685154574e-12,4.8837912040409575e-15
23022,200.0,2.8,24.007299999999997,3.19081e-28,1.6597206915523345e-12,4.8837912040409575e-15
23023,200.0,2.8,24.037999999999997,3.29149e-28,1.7077196717948962e-12,4.8837912040409575e-15
23024,200.0,2.8,24.068799999999996,3.3063000000000005e-28,1.7110160511911965e-12,4.8837912040409575e-15
23025,200.0,2.8,24.099599999999995,3.34743e-28,1.7278758644877798e-12,4.8837912040409575e-15
23026,200.0,2.8,24.130499999999998,3.4125299999999997e-28,1.7569707813759572e-12,4.8837912040409575e-15
23027,200.0,2.8,24.161399999999997,3.5593300000000003e-28,1.8278677373556516e-12,4.8837912040409575e-15
23028,200.0,2.8,24.192299999999996,3.60642e-28,1.847322360067221e-12,4.8837912040409575e-15
23029,200.0,2.8,24.223299999999995,3.64388e-28,1.861736244009897e-12,4.8837912040409575e-15
23030,200.0,2.8,24.254299999999997,3.64998e-28,1.860088884975381e-12,4.8837912040409575e-15
23031,200.0,2.8,24.2854,3.6197800000000005e-28,1.8399768419070945e-12,4.8837912040409575e-15
23032,200.0,2.8,24.3165,3.60111e-28,1.825807391158779e-12,4.8837912040409575e-15
23033,200.0,2.8,24.347599999999996,3.61151e-28,1.826405507882136e-12,4.8837912040409575e-15
23034,200.0,2.8,24.378799999999995,3.65813e-28,1.8452498938198376e-12,4.8837912040409575e-15
23035,200.0,2.8,24.409999999999997,3.68917e-28,1.856153174407807e-12,4.8837912040409575e-15
23036,200.0,2.8,24.4412,3.68803e-28,1.8508452059958457e-12,4.8837912040409575e-15
23037,200.0,2.8,24.472499999999997,3.6918399999999997e-28,1.848020989354439e-12,4.8837912040409575e-15
23038,200.0,2.8,24.503899999999998,3.6997700000000003e-28,1.8472471558626335e-12,4.8837912040409575e-15
23039,200.0,2.8,24.5353,3.7101700000000004e-28,1.8477013120138975e-12,4.8837912040409575e-15
23040,200.0,2.8,24.566699999999997,3.6725099999999996e-28,1.8242739017783907e-12,4.8837912040409575e-15
23041,200.0,2.8,24.5981,3.60276e-28,1.7850603757418476e-12,4.8837912040409575e-15
23042,200.0,2.8,24.629599999999996,3.4472200000000002e-28,1.7036288512898993e-12,4.8837912040409575e-15
23043,200.0,2.8,24.6612,3.4116300000000005e-28,1.6817220443405631e-12,4.8837912040409575e-15
23044,200.0,2.8,24.692699999999995,3.44555e-28,1.6941119245109624e-12,4.8837912040409575e-15
23045,200.0,2.8,24.7244,3.5562200000000003e-28,1.7440454588987162e-12,4.8837912040409575e-15
23046,200.0,2.8,24.755999999999997,3.57054e-28,1.7466008116210827e-12,4.8837912040409575e-15
23047,200.0,2.8,24.7877,3.5189900000000006e-28,1.716984098064261e-12,4.8837912040409575e-15
23048,200.0,2.8,24.8195,3.4421e-28,1.6751670803515245e-12,4.8837912040409575e-15
23049,200.0,2.8,24.851199999999995,3.3709500000000003e-28,1.6363578518296289e-12,4.8837912040409575e-15
23050,200.0,2.8,24.883099999999995,3.3091900000000003e-28,1.6022616440249616e-12,4.8837912040409575e-15
23051,200.0,2.8,24.9149,3.17022e-28,1.5310585800275685e-12,4.8837912040409575e-15
23052,200.0,2.8,24.946799999999996,2.9886200000000004e-28,1.4396658759327886e-12,4.8837912040409575e-15
23053,200.0,2.8,24.978799999999996,2.92038e-28,1.4031914412342195e-12,4.8837912040409575e-15
23054,200.0,2.8,25.010699999999996,2.91077e-28,1.3950086458121772e-12,4.8837912040409575e-15
23055,200.0,2.8,25.042799999999996,2.9129400000000003e-28,1.3924720027754674e-12,4.8837912040409575e-15
23056,200.0,2.8,25.0748,2.86645e-28,1.366753259208806e-12,4.8837912040409575e-15
23057,200.0,2.8,25.1069,2.7235400000000003e-28,1.2952937660318182e-12,4.8837912040409575e-15
23058,200.0,2.8,25.1391,2.63912e-28,1.2519309893617645e-12,4.8837912040409575e-15
23059,200.0,2.8,25.1713,2.51251e-28,1.1888230318831812e-12,4.8837912040409575e-15
23060,200.0,2.8,25.2035,2.5767700000000003e-28,1.2161150075836383e-12,4.8837912040409575e-15
23061,200.0,2.8,25.2358,2.71799e-28,1.2794826576819694e-12,4.8837912040409575e-15
23062,200.0,2.8,25.2681,2.8858800000000002e-28,1.3550452475766987e-12,4.8837912040409575e-15
23063,200.0,2.8,25.3005,2.94553e-28,1.3795134696325206e-12,4.8837912040409575e-15
23064,200.0,2.8,25.332899999999995,2.82767e-28,1.3209294097705578e-12,4.8837912040409575e-15
23065,200.0,2.8,25.365299999999998,2.74424e-28,1.2786826926594784e-12,4.8837912040409575e-15
23066,200.0,2.8,25.397799999999997,2.85489e-28,1.326837949356663e-12,4.8837912040409575e-15
23067,200.0,2.8,25.430299999999995,3.06826e-28,1.4223611911581872e-12,4.8837912040409575e-15
23068,200.0,2.8,25.4629,3.2419200000000005e-28,1.4990194492486325e-12,4.8837912040409575e-15
23069,200.0,2.8,25.4955,3.3193300000000003e-28,1.5308902851719473e-12,4.8837912040409575e-15
23070,200.0,2.8,25.528099999999995,3.38418e-28,1.556815592175523e-12,4.8837912040409575e-15
23071,200.0,2.8,25.560799999999997,3.3707000000000004e-28,1.5466495499416365e-12,4.8837912040409575e-15
23072,200.0,2.8,25.5935,3.35189e-28,1.5340909159654424e-12,4.8837912040409575e-15
23073,200.0,2.8,25.626299999999997,3.3531600000000003e-28,1.5307461214724205e-12,4.8837912040409575e-15
23074,200.0,2.8,25.6591,3.4094e-28,1.5524435636697647e-12,4.8837912040409575e-15
23075,200.0,2.8,25.691999999999997,3.4380099999999997e-28,1.5614641291234863e-12,4.8837912040409575e-15
23076,200.0,2.8,25.724899999999998,3.42844e-28,1.5531373576681582e-12,4.8837912040409575e-15
23077,200.0,2.8,25.757799999999996,3.4032100000000004e-28,1.5377718909809126e-12,4.8837912040409575e-15
23078,200.0,2.8,25.790799999999997,3.3554300000000005e-28,1.5123045498488484e-12,4.8837912040409575e-15
23079,200.0,2.8,25.823799999999995,3.27814e-28,1.473695987229986e-12,4.8837912040409575e-15
23080,200.0,2.8,25.8569,3.13316e-28,1.4049160199296476e-12,4.8837912040409575e-15
23081,200.0,2.8,25.889999999999997,2.9236800000000003e-28,1.307634706727769e-12,4.8837912040409575e-15
23082,200.0,2.8,25.9231,2.74844e-28,1.2261203290531042e-12,4.8837912040409575e-15
23083,200.0,2.8,25.9563,2.62402e-28,1.167622011989831e-12,4.8837912040409575e-15
23084,200.0,2.8,25.989599999999996,2.67869e-28,1.1888962808249536e-12,4.8837912040409575e-15
23085,200.0,2.8,26.022799999999997,2.75539e-28,1.2198199529603343e-12,4.8837912040409575e-15
23086,200.0,2.8,26.0562,2.7685000000000004e-28,1.2224836871365908e-12,4.8837912040409575e-15
23087,200.0,2.8,26.0895,2.77385e-28,1.2217213493637902e-12,4.8837912040409575e-15
23088,200.0,2.8,26.122899999999998,2.87346e-28,1.262359588036496e-12,4.8837912040409575e-15
23089,200.0,2.8,26.156399999999998,3.04822e-28,1.3357065962326875e-12,4.8837912040409575e-15
23090,200.0,2.8,26.189899999999998,3.12095e-28,1.3640799754261062e-12,4.8837912040409575e-15
23091,200.0,2.8,26.223399999999998,2.9923700000000004e-28,1.3045417899152658e-12,4.8837912040409575e-15
23092,200.0,2.8,26.256999999999998,3.07529e-28,1.3372622059338467e-12,4.8837912040409575e-15
23093,200.0,2.8,26.290599999999998,3.1778099999999996e-28,1.3783123102950838e-12,4.8837912040409575e-15
23094,200.0,2.8,26.324299999999997,3.33995e-28,1.4449306559501724e-12,4.8837912040409575e-15
23095,200.0,2.8,26.357999999999997,3.29169e-28,1.4204132790297467e-12,4.8837912040409575e-15
23096,200.0,2.8,26.391699999999997,3.20441e-28,1.3792215986550142e-12,4.8837912040409575e-15
23097,200.0,2.8,26.425499999999996,3.1616300000000003e-28,1.357329599704325e-12,4.8837912040409575e-15
23098,200.0,2.8,26.4594,3.12948e-28,1.3400867085739016e-12,4.8837912040409575e-15
23099,200.0,2.8,26.4932,3.0978e-28,1.3231383043864513e-12,4.8837912040409575e-15
23100,200.0,2.8,26.5272,2.8651300000000003e-28,1.2206248619742545e-12,4.8837912040409575e-15
23101,200.0,2.8,26.561099999999996,2.64144e-28,1.1224560349128769e-12,4.8837912040409575e-15
23102,200.0,2.8,26.595099999999995,2.55298e-28,1.0820936791566137e-12,4.8837912040409575e-15
23103,200.0,2.8,26.6292,2.5983699999999998e-28,1.0985136488976746e-12,4.8837912040409575e-15
23104,200.0,2.8,26.663299999999996,2.6339300000000003e-28,1.1107009249205521e-12,4.8837912040409575e-15
23105,200.0,2.8,26.697399999999995,2.61952e-28,1.1018043550177637e-12,4.8837912040409575e-15
23106,200.0,2.8,26.7316,2.73482e-28,1.1473595699861275e-12,4.8837912040409575e-15
23107,200.0,2.8,26.765799999999995,2.89531e-28,1.2115889848085212e-12,4.8837912040409575e-15
23108,200.0,2.8,26.800099999999997,2.87497e-28,1.1999998481915154e-12,4.8837912040409575e-15
23109,200.0,2.8,26.834399999999995,2.74801e-28,1.1440769433927145e-12,4.8837912040409575e-15
23110,200.0,2.8,26.8688,2.73664e-28,1.1364277555454374e-12,4.8837912040409575e-15
23111,200.0,2.8,26.903199999999995,2.8855400000000003e-28,1.1951981753991988e-12,4.8837912040409575e-15
23112,200.0,2.8,26.9377,3.00392e-28,1.2410464637689193e-12,4.8837912040409575e-15
23113,200.0,2.8,26.972099999999998,2.79886e-28,1.1533798398658724e-12,4.8837912040409575e-15
23114,200.0,2.8,27.006699999999995,2.5256600000000003e-28,1.0381319296822757e-12,4.8837912040409575e-15
23115,200.0,2.8,27.0413,2.39634e-28,9.824580317318403e-13,4.8837912040409575e-15
23116,200.0,2.8,27.075899999999997,2.61214e-28,1.068196989545773e-12,4.8837912040409575e-15
23117,200.0,2.8,27.110599999999998,2.91132e-28,1.1874966365243146e-12,4.8837912040409575e-15
23118,200.0,2.8,27.1453,3.1410300000000003e-28,1.2779194963620908e-12,4.8837912040409575e-15
23119,200.0,2.8,27.18,3.2255399999999997e-28,1.3089535343334519e-12,4.8837912040409575e-15
23120,200.0,2.8,27.214799999999997,3.2786299999999997e-28,1.3270974578015352e-12,4.8837912040409575e-15
23121,200.0,2.8,27.249699999999997,3.3282800000000003e-28,1.3437457617836993e-12,4.8837912040409575e-15
23122,200.0,2.8,27.284599999999998,3.35537e-28,1.3512196042295473e-12,4.8837912040409575e-15
23123,200.0,2.8,27.319499999999998,3.3807700000000002e-28,1.3579720632345225e-12,4.8837912040409575e-15
23124,200.0,2.8,27.354499999999998,3.38785e-28,1.357335832991599e-12,4.8837912040409575e-15
23125,200.0,2.8,27.389499999999998,3.3753800000000002e-28,1.3488857518128015e-12,4.8837912040409575e-15
23126,200.0,2.8,27.424599999999998,3.3555500000000003e-28,1.3375308679328643e-12,4.8837912040409575e-15
23127,200.0,2.8,27.459699999999998,3.3353300000000003e-28,1.326074538169383e-12,4.8837912040409575e-15
23128,200.0,2.8,27.494899999999998,3.1861800000000004e-28,1.263533384569003e-12,4.8837912040409575e-15
23129,200.0,2.8,27.530099999999997,3.0019700000000002e-28,1.1874394489949539e-12,4.8837912040409575e-15
23130,200.0,2.8,27.565299999999997,2.96483e-28,1.169755383602905e-12,4.8837912040409575e-15
23131,200.0,2.8,27.6006,3.00765e-28,1.1836163417669068e-12,4.8837912040409575e-15
23132,200.0,2.8,27.635999999999996,2.97243e-28,1.166761179367272e-12,4.8837912040409575e-15
23133,200.0,2.8,27.671299999999995,2.97998e-28,1.166742254958949e-12,4.8837912040409575e-15
23134,200.0,2.8,27.706799999999998,3.04317e-28,1.1884315624087295e-12,4.8837912040409575e-15
23135,200.0,2.8,27.7423,3.2042800000000007e-28,1.2481484289244326e-12,4.8837912040409575e-15
23136,200.0,2.8,27.777799999999996,3.1556599999999997e-28,1.2260698544313632e-12,4.8837912040409575e-15
23137,200.0,2.8,27.813299999999998,3.02964e-28,1.174104327027658e-12,4.8837912040409575e-15
23138,200.0,2.8,27.849,2.69811e-28,1.0429443702482308e-12,4.8837912040409575e-15
23139,200.0,2.8,27.884599999999995,2.48433e-28,9.5785803957824e-13,4.8837912040409575e-15
23140,200.0,2.8,27.9203,2.3881800000000003e-28,9.18433252125831e-13,4.8837912040409575e-15
23141,200.0,2.8,27.956099999999996,2.47722e-28,9.502373789185134e-13,4.8837912040409575e-15
23142,200.0,2.8,27.9919,2.51664e-28,9.62890810711215e-13,4.8837912040409575e-15
23143,200.0,2.8,28.027699999999996,2.59438e-28,9.901007057104234e-13,4.8837912040409575e-15
23144,200.0,2.8,28.0636,2.72476e-28,1.0371992520084699e-12,4.8837912040409575e-15
23145,200.0,2.8,28.0995,2.82177e-28,1.0713839361601553e-12,4.8837912040409575e-15
23146,200.0,2.8,28.135499999999997,2.76386e-28,1.0467126397344786e-12,4.8837912040409575e-15
23147,200.0,2.8,28.1715,2.52369e-28,9.533157458492826e-13,4.8837912040409575e-15
23148,200.0,2.8,28.2076,2.30416e-28,8.681625806946588e-13,4.8837912040409575e-15
23149,200.0,2.8,28.243699999999997,2.3405599999999998e-28,8.796244691537069e-13,4.8837912040409575e-15
23150,200.0,2.8,28.279899999999998,2.58548e-28,9.691838010125643e-13,4.8837912040409575e-15
23151,200.0,2.8,28.316099999999995,2.77283e-28,1.036757229064842e-12,4.8837912040409575e-15
23152,200.0,2.8,28.352399999999996,2.70018e-28,1.0070099562065542e-12,4.8837912040409575e-15
23153,200.0,2.8,28.3887,2.5478000000000004e-28,9.4775268927289e-13,4.8837912040409575e-15
23154,200.0,2.8,28.425,2.46726e-28,9.154500950132065e-13,4.8837912040409575e-15
23155,200.0,2.8,28.4614,2.53577e-28,9.384649227090282e-13,4.8837912040409575e-15
23156,200.0,2.8,28.4979,2.62277e-28,9.681779645445997e-13,4.8837912040409575e-15
23157,200.0,2.8,28.5344,2.56072e-28,9.42855863999648e-13,4.8837912040409575e-15
23158,200.0,2.8,28.5709,2.38524e-28,8.760016908496518e-13,4.8837912040409575e-15
23159,200.0,2.8,28.6075,2.39517e-28,8.773991980270447e-13,4.8837912040409575e-15
23160,200.0,2.8,28.644099999999998,2.54883e-28,9.313034475321697e-13,4.8837912040409575e-15
23161,200.0,2.8,28.680799999999998,2.75836e-28,1.0052848257979303e-12,4.8837912040409575e-15
23162,200.0,2.8,28.717499999999998,2.78271e-28,1.0115687215184036e-12,4.8837912040409575e-15
23163,200.0,2.8,28.7543,2.8412900000000003e-28,1.0302216367695494e-12,4.8837912040409575e-15
23164,200.0,2.8,28.791099999999997,2.90183e-28,1.049484800777295e-12,4.8837912040409575e-15
23165,200.0,2.8,28.827999999999996,2.99174e-28,1.079233764903564e-12,4.8837912040409575e-15
23166,200.0,2.8,28.8649,2.70339e-28,9.727232385625098e-13,4.8837912040409575e-15
23167,200.0,2.8,28.9018,2.5057e-28,8.992904741513727e-13,4.8837912040409575e-15
23168,200.0,2.8,28.938799999999997,2.52235e-28,9.029527294763119e-13,4.8837912040409575e-15
23169,200.0,2.8,28.9759,2.84639e-28,1.0163451980273106e-12,4.8837912040409575e-15
23170,200.0,2.8,29.012999999999998,3.06878e-28,1.0929522337313665e-12,4.8837912040409575e-15
23171,200.0,2.8,29.0502,3.03212e-28,1.0771317675166694e-12,4.8837912040409575e-15
23172,200.0,2.8,29.087399999999995,2.93621e-28,1.0403944095600932e-12,4.8837912040409575e-15
23173,200.0,2.8,29.1246,2.84188e-28,1.0043995274349652e-12,4.8837912040409575e-15
23174,200.0,2.8,29.161899999999996,2.85962e-28,1.0080855649562812e-12,4.8837912040409575e-15
23175,200.0,2.8,29.199199999999998,2.93558e-28,1.0322210646499802e-12,4.8837912040409575e-15
23176,200.0,2.8,29.2366,3.0029500000000002e-28,1.053210237875246e-12,4.8837912040409575e-15
23177,200.0,2.8,29.274099999999997,2.9212100000000004e-28,1.021918773334446e-12,4.8837912040409575e-15
23178,200.0,2.8,29.311499999999995,2.6912700000000004e-28,9.390784741404198e-13,4.8837912040409575e-15
23179,200.0,2.8,29.349099999999996,2.55648e-28,8.897613289624342e-13,4.8837912040409575e-15
23180,200.0,2.8,29.3867,2.57753e-28,8.947934428395183e-13,4.8837912040409575e-15
23181,200.0,2.8,29.4243,2.79324e-28,9.672008641985753e-13,4.8837912040409575e-15
23182,200.0,2.8,29.461999999999996,2.94787e-28,1.0181331542798977e-12,4.8837912040409575e-15
23183,200.0,2.8,29.499699999999997,3.02487e-28,1.0420587840013235e-12,4.8837912040409575e-15
23184,200.0,2.8,29.537499999999998,3.06175e-28,1.0520659384372098e-12,4.8837912040409575e-15
23185,200.0,2.8,29.575299999999995,3.06291e-28,1.0497759558398405e-12,4.8837912040409575e-15
23186,200.0,2.8,29.613099999999996,3.03824e-28,1.0386638909880283e-12,4.8837912040409575e-15
23187,200.0,2.8,29.651099999999996,2.98703e-28,1.0185413581548792e-12,4.8837912040409575e-15
23188,200.0,2.8,29.688999999999997,2.8924e-28,9.837571828587342e-13,4.8837912040409575e-15
23189,200.0,2.8,29.726999999999997,2.80187e-28,9.505315091709254e-13,4.8837912040409575e-15
23190,200.0,2.8,29.7651,2.6414e-28,8.937996587388415e-13,4.8837912040409575e-15
23191,200.0,2.8,29.803199999999997,2.4575900000000003e-28,8.294769835954063e-13,4.8837912040409575e-15
23192,200.0,2.8,29.841399999999997,2.2745999999999998e-28,7.657506067561773e-13,4.8837912040409575e-15
23193,200.0,2.8,29.879599999999996,2.2873000000000003e-28,7.680584550717608e-13,4.8837912040409575e-15
23194,200.0,2.8,29.9179,2.48524e-28,8.323899450441089e-13,4.8837912040409575e-15
23195,200.0,2.8,29.956199999999995,2.7299500000000002e-28,9.120149403716164e-13,4.8837912040409575e-15
23196,200.0,2.8,29.994499999999995,2.8075900000000003e-28,9.355589036597458e-13,4.8837912040409575e-15
23197,200.0,2.8,30.0329,2.76706e-28,9.196969351049148e-13,4.8837912040409575e-15
23198,200.0,2.8,30.071399999999997,2.78479e-28,9.232213912532969e-13,4.8837912040409575e-15
23199,200.0,2.8,30.1099,2.81337e-28,9.303126551001978e-13,4.8837912040409575e-15
23200,200.0,2.8,30.148399999999995,2.82736e-28,9.325524663311386e-13,4.8837912040409575e-15
23201,200.0,2.8,30.1871,2.81835e-28,9.271987587101345e-13,4.8837912040409575e-15
23202,200.0,2.8,30.225699999999996,2.79593e-28,9.174750481832505e-13,4.8837912040409575e-15
23203,200.0,2.8,30.264399999999995,2.62733e-28,8.599460205020662e-13,4.8837912040409575e-15
23204,200.0,2.8,30.3032,2.50141e-28,8.166361488758573e-13,4.8837912040409575e-15
23205,200.0,2.8,30.341999999999995,2.29323e-28,7.467580439876193e-13,4.8837912040409575e-15
23206,200.0,2.8,30.380799999999997,2.3759700000000002e-28,7.717261991873673e-13,4.8837912040409575e-15
23207,200.0,2.8,30.4197,2.1878e-28,7.087914457404323e-13,4.8837912040409575e-15
