,T_int,logg,lam,f_nu
140,90.0,2.4,0.597686,0.000185204
141,90.0,2.4,0.598452,0.000185523
142,90.0,2.4,0.599218,0.000185919
143,90.0,2.4,0.599985,0.000186229
144,90.0,2.4,0.600753,0.000186576
145,90.0,2.4,0.601523,0.000186739
146,90.0,2.4,0.602293,0.000186524
147,90.0,2.4,0.603064,0.00018586
148,90.0,2.4,0.603836,0.000183457
149,90.0,2.4,0.60461,0.000183656
150,90.0,2.4,0.605384,0.000183462
151,90.0,2.4,0.606159,0.000186048
152,90.0,2.4,0.606935,0.000186055
153,90.0,2.4,0.607712,0.000187275
154,90.0,2.4,0.60849,0.000187597
155,90.0,2.4,0.609269,0.000188112
156,90.0,2.4,0.61005,0.000188125
157,90.0,2.4,0.610831,0.000187916
158,90.0,2.4,0.611613,0.00018738
159,90.0,2.4,0.612396,0.000186252
160,90.0,2.4,0.61318,0.000184385
161,90.0,2.4,0.613965,0.000182239
162,90.0,2.4,0.614752,0.000180367
163,90.0,2.4,0.615539,0.000179022
164,90.0,2.4,0.616327,0.000177681
165,90.0,2.4,0.617116,0.000174957
166,90.0,2.4,0.617906,0.000171391
167,90.0,2.4,0.618697,0.000168192
168,90.0,2.4,0.61949,0.000167581
169,90.0,2.4,0.620283,0.000169174
170,90.0,2.4,0.621077,0.000172349
171,90.0,2.4,0.621872,0.000176148
172,90.0,2.4,0.622669,0.000180307
173,90.0,2.4,0.623466,0.000184323
174,90.0,2.4,0.624264,0.000187673
175,90.0,2.4,0.625064,0.000190261
176,90.0,2.4,0.625864,0.000192304
177,90.0,2.4,0.626665,0.000193754
178,90.0,2.4,0.627468,0.000194703
179,90.0,2.4,0.628271,0.000195291
180,90.0,2.4,0.629076,0.000195916
181,90.0,2.4,0.629881,0.000196119
182,90.0,2.4,0.630688,0.000196166
183,90.0,2.4,0.631495,0.000196176
184,90.0,2.4,0.632304,0.000196665
185,90.0,2.4,0.633114,0.000197258
186,90.0,2.4,0.633924,0.000197706
187,90.0,2.4,0.634736,0.000197431
188,90.0,2.4,0.635549,0.000195793
189,90.0,2.4,0.636363,0.000194861
190,90.0,2.4,0.637177,0.000195106
191,90.0,2.4,0.637993,0.000196778
192,90.0,2.4,0.63881,0.000197415
193,90.0,2.4,0.639628,0.000197407
194,90.0,2.4,0.640447,0.000197546
195,90.0,2.4,0.641267,0.000197644
196,90.0,2.4,0.642088,0.000197896
197,90.0,2.4,0.642911,0.000194972
198,90.0,2.4,0.643734,0.000184541
199,90.0,2.4,0.644558,0.000178987
200,90.0,2.4,0.645383,0.000176048
201,90.0,2.4,0.64621,0.000154598
202,90.0,2.4,0.647037,0.000133871
203,90.0,2.4,0.647866,0.000130692
204,90.0,2.4,0.648695,0.000160421
205,90.0,2.4,0.649526,0.000156562
206,90.0,2.4,0.650358,0.000165565
207,90.0,2.4,0.65119,0.000168303
208,90.0,2.4,0.652024,0.000198211
209,90.0,2.4,0.652859,0.000195132
210,90.0,2.4,0.653695,0.000193511
211,90.0,2.4,0.654532,0.000193909
212,90.0,2.4,0.65537,0.000195994
213,90.0,2.4,0.656209,0.000196009
214,90.0,2.4,0.65705,0.000196381
215,90.0,2.4,0.657891,0.000197245
216,90.0,2.4,0.658733,0.000195182
217,90.0,2.4,0.659577,0.000195644
218,90.0,2.4,0.660421,0.000196862
219,90.0,2.4,0.661267,0.000201233
220,90.0,2.4,0.662114,0.00020131
221,90.0,2.4,0.662962,0.000201219
222,90.0,2.4,0.66381,0.000201216
223,90.0,2.4,0.66466,0.000201037
224,90.0,2.4,0.665512,0.000200548
225,90.0,2.4,0.666364,0.000200021
226,90.0,2.4,0.667217,0.000199904
227,90.0,2.4,0.668071,0.00020034
228,90.0,2.4,0.668927,0.000201242
229,90.0,2.4,0.669783,0.000202538
230,90.0,2.4,0.670641,0.000203991
231,90.0,2.4,0.6715,0.000205385
232,90.0,2.4,0.672359,0.000206721
233,90.0,2.4,0.67322,0.000207826
234,90.0,2.4,0.674082,0.000208695
235,90.0,2.4,0.674946,0.000209236
236,90.0,2.4,0.67581,0.000209568
237,90.0,2.4,0.676675,0.000209745
238,90.0,2.4,0.677542,0.000209521
239,90.0,2.4,0.678409,0.000208865
240,90.0,2.4,0.679278,0.000208031
241,90.0,2.4,0.680148,0.00020706
242,90.0,2.4,0.681019,0.000205857
243,90.0,2.4,0.681891,0.000204872
244,90.0,2.4,0.682764,0.000204596
245,90.0,2.4,0.683638,0.000194786
246,90.0,2.4,0.684513,0.000195346
247,90.0,2.4,0.68539,0.000194356
248,90.0,2.4,0.686267,0.00020587
249,90.0,2.4,0.687146,0.000207334
250,90.0,2.4,0.688026,0.000209735
251,90.0,2.4,0.688907,0.000209873
252,90.0,2.4,0.689789,0.000209978
253,90.0,2.4,0.690672,0.000210416
254,90.0,2.4,0.691557,0.000210673
255,90.0,2.4,0.692442,0.000210505
256,90.0,2.4,0.693329,0.000209644
257,90.0,2.4,0.694217,0.00020849
258,90.0,2.4,0.695106,0.000206058
259,90.0,2.4,0.695996,0.000203547
260,90.0,2.4,0.696887,0.000203182
261,90.0,2.4,0.697779,0.000203304
262,90.0,2.4,0.698673,0.000203431
263,90.0,2.4,0.699567,0.000200835
264,90.0,2.4,0.700463,0.000197856
265,90.0,2.4,0.70136,0.000194445
266,90.0,2.4,0.702258,0.000192835
267,90.0,2.4,0.703157,0.000193567
268,90.0,2.4,0.704058,0.000195552
269,90.0,2.4,0.704959,0.000198778
270,90.0,2.4,0.705862,0.000199206
271,90.0,2.4,0.706766,0.000192353
272,90.0,2.4,0.707671,0.000192212
273,90.0,2.4,0.708577,0.000195139
274,90.0,2.4,0.709484,0.000205635
275,90.0,2.4,0.710393,0.000206582
276,90.0,2.4,0.711302,0.000207284
277,90.0,2.4,0.712213,0.000208557
278,90.0,2.4,0.713125,0.00020986
279,90.0,2.4,0.714038,0.000209328
280,90.0,2.4,0.714952,0.000207605
281,90.0,2.4,0.715868,0.000204272
282,90.0,2.4,0.716784,0.000198163
283,90.0,2.4,0.717702,0.000188298
284,90.0,2.4,0.718621,0.000178421
285,90.0,2.4,0.719541,0.000169931
286,90.0,2.4,0.720463,0.000163557
287,90.0,2.4,0.721385,0.00015868
288,90.0,2.4,0.722309,0.000153214
289,90.0,2.4,0.723234,0.000145367
290,90.0,2.4,0.72416,0.000130961
291,90.0,2.4,0.725087,0.000115345
292,90.0,2.4,0.726016,0.000100385
293,90.0,2.4,0.726945,9.32422e-05
294,90.0,2.4,0.727876,9.51689e-05
295,90.0,2.4,0.728808,0.000102518
296,90.0,2.4,0.729741,0.000112062
297,90.0,2.4,0.730676,0.000120063
298,90.0,2.4,0.731611,0.000134947
299,90.0,2.4,0.732548,0.000143414
300,90.0,2.4,0.733486,0.000159063
301,90.0,2.4,0.734425,0.000169231
302,90.0,2.4,0.735366,0.000180014
303,90.0,2.4,0.736307,0.000185793
304,90.0,2.4,0.73725,0.000192009
305,90.0,2.4,0.738194,0.000203411
306,90.0,2.4,0.739139,0.000210363
307,90.0,2.4,0.740086,0.000214731
308,90.0,2.4,0.741034,0.000217971
309,90.0,2.4,0.741982,0.000220144
310,90.0,2.4,0.742932,0.000221131
311,90.0,2.4,0.743884,0.000221791
312,90.0,2.4,0.744836,0.000222197
313,90.0,2.4,0.74579,0.000222858
314,90.0,2.4,0.746745,0.000223086
315,90.0,2.4,0.747701,0.000222887
316,90.0,2.4,0.748659,0.000222498
317,90.0,2.4,0.749617,0.000222299
318,90.0,2.4,0.750577,0.000222669
319,90.0,2.4,0.751538,0.000222941
320,90.0,2.4,0.7525,0.000222532
321,90.0,2.4,0.753464,0.000221258
322,90.0,2.4,0.754429,0.000219045
323,90.0,2.4,0.755395,0.000216898
324,90.0,2.4,0.756362,0.000215283
325,90.0,2.4,0.757331,0.000208951
326,90.0,2.4,0.7583,0.00020814
327,90.0,2.4,0.759271,0.000208136
328,90.0,2.4,0.760243,0.000202268
329,90.0,2.4,0.761217,0.000195652
330,90.0,2.4,0.762192,0.000187781
331,90.0,2.4,0.763168,0.000195494
332,90.0,2.4,0.764145,0.000197171
333,90.0,2.4,0.765123,0.000196736
334,90.0,2.4,0.766103,0.000196771
335,90.0,2.4,0.767084,0.000201331
336,90.0,2.4,0.768066,0.000207025
337,90.0,2.4,0.76905,0.000201886
338,90.0,2.4,0.770034,0.000199573
339,90.0,2.4,0.77102,0.0001974
340,90.0,2.4,0.772008,0.000204722
341,90.0,2.4,0.772996,0.000206306
342,90.0,2.4,0.773986,0.000196825
343,90.0,2.4,0.774977,0.00018721
344,90.0,2.4,0.775969,0.000184869
345,90.0,2.4,0.776963,0.000195619
346,90.0,2.4,0.777958,0.000200389
347,90.0,2.4,0.778954,0.00019518
348,90.0,2.4,0.779951,0.000187065
349,90.0,2.4,0.78095,0.000176035
350,90.0,2.4,0.78195,0.00016198
351,90.0,2.4,0.782951,0.000155168
352,90.0,2.4,0.783954,0.000158444
353,90.0,2.4,0.784958,0.000152458
354,90.0,2.4,0.785963,0.000124423
355,90.0,2.4,0.786969,9.23678e-05
356,90.0,2.4,0.787977,7.00104e-05
357,90.0,2.4,0.788986,8.67185e-05
358,90.0,2.4,0.789996,8.99513e-05
359,90.0,2.4,0.791008,9.12021e-05
360,90.0,2.4,0.79202,8.75078e-05
361,90.0,2.4,0.793035,0.000111632
362,90.0,2.4,0.79405,0.00013848
363,90.0,2.4,0.795067,0.000135518
364,90.0,2.4,0.796085,0.000138232
365,90.0,2.4,0.797104,0.000146174
366,90.0,2.4,0.798125,0.000162969
367,90.0,2.4,0.799147,0.000167783
368,90.0,2.4,0.80017,0.000174112
369,90.0,2.4,0.801195,0.00018023
370,90.0,2.4,0.802221,0.000183536
371,90.0,2.4,0.803248,0.000184976
372,90.0,2.4,0.804276,0.000190624
373,90.0,2.4,0.805306,0.000193589
374,90.0,2.4,0.806337,0.000197794
375,90.0,2.4,0.80737,0.000201465
376,90.0,2.4,0.808404,0.000202476
377,90.0,2.4,0.809439,0.000203688
378,90.0,2.4,0.810475,0.000206397
379,90.0,2.4,0.811513,0.000208131
380,90.0,2.4,0.812552,0.00020878
381,90.0,2.4,0.813593,0.000208988
382,90.0,2.4,0.814634,0.000211224
383,90.0,2.4,0.815677,0.000207074
384,90.0,2.4,0.816722,0.000208691
385,90.0,2.4,0.817768,0.000210824
386,90.0,2.4,0.818815,0.000217587
387,90.0,2.4,0.819863,0.000219355
388,90.0,2.4,0.820913,0.000221269
389,90.0,2.4,0.821964,0.0002249
390,90.0,2.4,0.823017,0.000227764
391,90.0,2.4,0.824071,0.000228928
392,90.0,2.4,0.825126,0.000228557
393,90.0,2.4,0.826182,0.000226616
394,90.0,2.4,0.82724,0.000226571
395,90.0,2.4,0.828299,0.000227868
396,90.0,2.4,0.82936,0.000230237
397,90.0,2.4,0.830422,0.000230793
398,90.0,2.4,0.831485,0.000230788
399,90.0,2.4,0.83255,0.000228499
400,90.0,2.4,0.833616,0.000223545
401,90.0,2.4,0.834683,0.000219692
402,90.0,2.4,0.835752,0.000215893
403,90.0,2.4,0.836822,0.000209643
404,90.0,2.4,0.837894,0.000197503
405,90.0,2.4,0.838967,0.000178726
406,90.0,2.4,0.840041,0.000180831
407,90.0,2.4,0.841117,0.000182738
408,90.0,2.4,0.842194,0.000175078
409,90.0,2.4,0.843272,0.000160178
410,90.0,2.4,0.844352,0.00015613
411,90.0,2.4,0.845433,0.000176953
412,90.0,2.4,0.846516,0.00018292
413,90.0,2.4,0.8476,0.000174982
414,90.0,2.4,0.848685,0.000166394
415,90.0,2.4,0.849772,0.000168137
416,90.0,2.4,0.85086,0.000175149
417,90.0,2.4,0.851949,0.000178885
418,90.0,2.4,0.85304,0.00018067
419,90.0,2.4,0.854132,0.000159349
420,90.0,2.4,0.855226,0.000132773
421,90.0,2.4,0.856321,0.000120563
422,90.0,2.4,0.857418,0.000133615
423,90.0,2.4,0.858515,0.000134559
424,90.0,2.4,0.859615,0.000131204
425,90.0,2.4,0.860715,0.000138557
426,90.0,2.4,0.861818,0.000160421
427,90.0,2.4,0.862921,0.000170569
428,90.0,2.4,0.864026,0.000176023
429,90.0,2.4,0.865132,0.000184705
430,90.0,2.4,0.86624,0.000189822
431,90.0,2.4,0.867349,0.000178536
432,90.0,2.4,0.86846,0.000156512
433,90.0,2.4,0.869572,0.000136671
434,90.0,2.4,0.870685,0.000138586
435,90.0,2.4,0.8718,0.000136046
436,90.0,2.4,0.872917,0.000111477
437,90.0,2.4,0.874034,8.20336e-05
438,90.0,2.4,0.875154,8.28421e-05
439,90.0,2.4,0.876274,9.05775e-05
440,90.0,2.4,0.877396,8.36599e-05
441,90.0,2.4,0.87852,5.95465e-05
442,90.0,2.4,0.879645,6.57278e-05
443,90.0,2.4,0.880771,9.4953e-05
444,90.0,2.4,0.881899,0.000106525
445,90.0,2.4,0.883028,0.000100963
446,90.0,2.4,0.884159,9.42321e-05
447,90.0,2.4,0.885291,9.97206e-05
448,90.0,2.4,0.886424,0.000111126
449,90.0,2.4,0.887559,0.000103897
450,90.0,2.4,0.888696,8.67702e-05
451,90.0,2.4,0.889834,8.2653e-05
452,90.0,2.4,0.890973,5.55526e-05
453,90.0,2.4,0.892114,3.88867e-05
454,90.0,2.4,0.893256,5.63416e-06
455,90.0,2.4,0.8944,9.48184e-07
456,90.0,2.4,0.895545,1.8211e-06
457,90.0,2.4,0.896692,2.12796e-06
458,90.0,2.4,0.89784,2.06894e-06
459,90.0,2.4,0.89899,1.08117e-06
460,90.0,2.4,0.900141,7.53356e-07
461,90.0,2.4,0.901294,3.04615e-06
462,90.0,2.4,0.902448,2.76766e-05
463,90.0,2.4,0.903603,5.07287e-05
464,90.0,2.4,0.90476,6.62648e-05
465,90.0,2.4,0.905919,6.06991e-05
466,90.0,2.4,0.907079,8.0098e-05
467,90.0,2.4,0.90824,0.000117605
468,90.0,2.4,0.909403,0.000157476
469,90.0,2.4,0.910568,0.000176645
470,90.0,2.4,0.911734,0.000185061
471,90.0,2.4,0.912901,0.000186143
472,90.0,2.4,0.91407,0.000162086
473,90.0,2.4,0.91524,0.000168199
474,90.0,2.4,0.916412,0.000181596
475,90.0,2.4,0.917586,0.000198413
476,90.0,2.4,0.918761,0.000197136
477,90.0,2.4,0.919937,0.000188371
478,90.0,2.4,0.921115,0.000199052
479,90.0,2.4,0.922295,0.000191553
480,90.0,2.4,0.923476,0.000179644
481,90.0,2.4,0.924658,0.000160443
482,90.0,2.4,0.925842,0.000145231
483,90.0,2.4,0.927027,0.000130854
484,90.0,2.4,0.928215,0.000124142
485,90.0,2.4,0.929403,0.000140728
486,90.0,2.4,0.930593,0.000134644
487,90.0,2.4,0.931785,0.000149867
488,90.0,2.4,0.932978,0.000153673
489,90.0,2.4,0.934172,0.000182578
490,90.0,2.4,0.935369,0.000167573
491,90.0,2.4,0.936566,0.000160261
492,90.0,2.4,0.937766,0.000165824
493,90.0,2.4,0.938966,0.000192125
494,90.0,2.4,0.940169,0.000196611
495,90.0,2.4,0.941372,0.000191358
496,90.0,2.4,0.942578,0.000190687
497,90.0,2.4,0.943785,0.000196274
498,90.0,2.4,0.944993,0.000204077
499,90.0,2.4,0.946203,0.000210996
500,90.0,2.4,0.947415,0.000210193
501,90.0,2.4,0.948628,0.000208778
502,90.0,2.4,0.949843,0.000209016
503,90.0,2.4,0.951059,0.000211126
504,90.0,2.4,0.952277,0.000214558
505,90.0,2.4,0.953496,0.000214743
506,90.0,2.4,0.954717,0.000216248
507,90.0,2.4,0.955939,0.000218763
508,90.0,2.4,0.957164,0.000218744
509,90.0,2.4,0.958389,0.000207596
510,90.0,2.4,0.959616,0.000194633
511,90.0,2.4,0.960845,0.000190055
512,90.0,2.4,0.962075,0.000181867
513,90.0,2.4,0.963307,0.000163633
514,90.0,2.4,0.964541,0.000157719
515,90.0,2.4,0.965776,0.00015004
516,90.0,2.4,0.967012,0.000155333
517,90.0,2.4,0.968251,0.000139714
518,90.0,2.4,0.96949,0.000137117
519,90.0,2.4,0.970732,0.000146425
520,90.0,2.4,0.971975,0.000143782
521,90.0,2.4,0.973219,0.000139587
522,90.0,2.4,0.974466,0.000128927
523,90.0,2.4,0.975713,0.000120772
524,90.0,2.4,0.976963,0.000108022
525,90.0,2.4,0.978214,0.000108231
526,90.0,2.4,0.979466,0.000117097
527,90.0,2.4,0.98072,0.000120316
528,90.0,2.4,0.981976,7.72055e-05
529,90.0,2.4,0.983234,3.47335e-05
530,90.0,2.4,0.984493,1.55096e-05
531,90.0,2.4,0.985753,1.48755e-05
532,90.0,2.4,0.987015,1.68264e-05
533,90.0,2.4,0.988279,1.4315e-05
534,90.0,2.4,0.989545,2.17861e-05
535,90.0,2.4,0.990812,2.28884e-05
536,90.0,2.4,0.99208,2.18212e-05
537,90.0,2.4,0.993351,1.90476e-05
538,90.0,2.4,0.994623,1.61054e-05
539,90.0,2.4,0.995896,1.49793e-05
540,90.0,2.4,0.997172,2.11495e-05
541,90.0,2.4,0.998448,4.38167e-05
542,90.0,2.4,0.999727,6.03144e-05
543,90.0,2.4,1.00101,7.31154e-05
544,90.0,2.4,1.00229,6.60203e-05
545,90.0,2.4,1.00357,6.96181e-05
546,90.0,2.4,1.00486,6.3969e-05
547,90.0,2.4,1.00614,5.66925e-05
548,90.0,2.4,1.00743,4.20123e-05
549,90.0,2.4,1.00872,3.37195e-05
550,90.0,2.4,1.01001,2.8429e-05
551,90.0,2.4,1.01131,1.91863e-05
552,90.0,2.4,1.0126,7.00752e-06
553,90.0,2.4,1.0139,3.39303e-06
554,90.0,2.4,1.0152,4.20739e-06
555,90.0,2.4,1.0165,1.58379e-05
556,90.0,2.4,1.0178,1.4585e-05
557,90.0,2.4,1.0191,1.46752e-05
558,90.0,2.4,1.02041,3.80684e-06
559,90.0,2.4,1.02171,5.45688e-06
560,90.0,2.4,1.02302,4.9793e-06
561,90.0,2.4,1.02433,3.95055e-06
562,90.0,2.4,1.02564,2.40094e-06
563,90.0,2.4,1.02696,1.38953e-06
564,90.0,2.4,1.02827,8.18099e-07
565,90.0,2.4,1.02959,2.09932e-06
566,90.0,2.4,1.03091,3.52627e-06
567,90.0,2.4,1.03223,1.12621e-05
568,90.0,2.4,1.03355,2.31312e-05
569,90.0,2.4,1.03487,3.56926e-05
570,90.0,2.4,1.0362,2.76969e-05
571,90.0,2.4,1.03752,1.69151e-05
572,90.0,2.4,1.03885,1.51751e-05
573,90.0,2.4,1.04018,1.54948e-05
574,90.0,2.4,1.04151,1.38813e-05
575,90.0,2.4,1.04285,3.80198e-05
576,90.0,2.4,1.04418,7.80114e-05
577,90.0,2.4,1.04552,0.000105024
578,90.0,2.4,1.04686,0.000116315
579,90.0,2.4,1.0482,0.000124191
580,90.0,2.4,1.04954,0.000120089
581,90.0,2.4,1.05089,0.000116165
582,90.0,2.4,1.05223,7.33579e-05
583,90.0,2.4,1.05358,5.69207e-05
584,90.0,2.4,1.05493,5.07783e-05
585,90.0,2.4,1.05628,0.000111597
586,90.0,2.4,1.05763,0.000163652
587,90.0,2.4,1.05898,0.000154349
588,90.0,2.4,1.06034,0.000104698
589,90.0,2.4,1.0617,9.32035e-05
590,90.0,2.4,1.06306,0.000126681
591,90.0,2.4,1.06442,0.000169281
592,90.0,2.4,1.06578,0.000177202
593,90.0,2.4,1.06715,0.000162222
594,90.0,2.4,1.06851,0.000156409
595,90.0,2.4,1.06988,0.000166335
596,90.0,2.4,1.07125,0.000160222
597,90.0,2.4,1.07262,0.00017181
598,90.0,2.4,1.074,0.000147925
599,90.0,2.4,1.07537,0.000158473
600,90.0,2.4,1.07675,0.000139385
601,90.0,2.4,1.07813,0.000156776
602,90.0,2.4,1.07951,0.000167498
603,90.0,2.4,1.08089,0.00017898
604,90.0,2.4,1.08227,0.000180294
605,90.0,2.4,1.08366,0.000180447
606,90.0,2.4,1.08505,0.000175086
607,90.0,2.4,1.08644,0.000166824
608,90.0,2.4,1.08783,0.000152818
609,90.0,2.4,1.08922,0.000148343
610,90.0,2.4,1.09062,0.000145186
611,90.0,2.4,1.09201,0.000134322
612,90.0,2.4,1.09341,0.000139973
613,90.0,2.4,1.09481,0.000110289
614,90.0,2.4,1.09621,7.91271e-05
615,90.0,2.4,1.09762,7.15408e-05
616,90.0,2.4,1.09902,0.000113797
617,90.0,2.4,1.10043,0.000158052
618,90.0,2.4,1.10184,0.000128378
619,90.0,2.4,1.10325,8.45059e-05
620,90.0,2.4,1.10466,9.80181e-05
621,90.0,2.4,1.10608,0.000143752
622,90.0,2.4,1.10749,0.000169541
623,90.0,2.4,1.10891,0.00016936
624,90.0,2.4,1.11033,0.00017125
625,90.0,2.4,1.11175,0.000188694
626,90.0,2.4,1.11318,0.000160368
627,90.0,2.4,1.1146,0.00011681
628,90.0,2.4,1.11603,9.63411e-05
629,90.0,2.4,1.11746,0.000103599
630,90.0,2.4,1.11889,0.000121556
631,90.0,2.4,1.12032,0.000107168
632,90.0,2.4,1.12176,7.43417e-05
633,90.0,2.4,1.12319,4.27673e-05
634,90.0,2.4,1.12463,2.06405e-05
635,90.0,2.4,1.12607,1.18362e-05
636,90.0,2.4,1.12751,5.57801e-06
637,90.0,2.4,1.12896,4.37721e-06
638,90.0,2.4,1.1304,3.64285e-05
639,90.0,2.4,1.13185,6.3056e-05
640,90.0,2.4,1.1333,6.5833e-05
641,90.0,2.4,1.13475,3.36592e-05
642,90.0,2.4,1.1362,1.49017e-05
643,90.0,2.4,1.13766,4.04206e-05
644,90.0,2.4,1.13911,5.57451e-05
645,90.0,2.4,1.14057,4.86698e-05
646,90.0,2.4,1.14203,1.7744e-05
647,90.0,2.4,1.14349,2.46189e-06
648,90.0,2.4,1.14496,9.90899e-06
649,90.0,2.4,1.14643,1.89242e-05
650,90.0,2.4,1.14789,3.31761e-05
651,90.0,2.4,1.14936,3.40108e-05
652,90.0,2.4,1.15083,2.49343e-05
653,90.0,2.4,1.15231,1.63943e-05
