9.000000000000000000e+01 2.399999999999999911e+00 6.266000000000000014e+00
9.000000000000000000e+01 2.600000000000000089e+00 6.163400000000000212e+00
9.000000000000000000e+01 2.799999999999999822e+00 5.988800000000000345e+00
9.000000000000000000e+01 3.000000000000000000e+00 5.885500000000000398e+00
9.000000000000000000e+01 3.200000000000000178e+00 5.865800000000000125e+00
9.000000000000000000e+01 3.400000000000000355e+00 5.766799999999999926e+00
9.000000000000000000e+01 3.600000000000000089e+00 5.663999999999999702e+00
1.000000000000000000e+02 2.399999999999999911e+00 6.414799999999999613e+00
1.000000000000000000e+02 2.600000000000000089e+00 6.230199999999999960e+00
1.000000000000000000e+02 2.799999999999999822e+00 6.200499999999999901e+00
1.000000000000000000e+02 3.000000000000000000e+00 6.091599999999999682e+00
1.000000000000000000e+02 3.200000000000000178e+00 6.072600000000000442e+00
1.000000000000000000e+02 3.400000000000000355e+00 5.978799999999999670e+00
1.000000000000000000e+02 3.600000000000000089e+00 5.888200000000000323e+00
1.500000000000000000e+02 2.399999999999999911e+00 7.344199999999999839e+00
1.500000000000000000e+02 2.600000000000000089e+00 7.220500000000000362e+00
1.500000000000000000e+02 2.799999999999999822e+00 7.167200000000000237e+00
1.500000000000000000e+02 3.000000000000000000e+00 6.954900000000000304e+00
1.500000000000000000e+02 3.200000000000000178e+00 6.908299999999999663e+00
1.500000000000000000e+02 3.400000000000000355e+00 6.734799999999999898e+00
1.500000000000000000e+02 3.600000000000000089e+00 6.659099999999999575e+00
2.000000000000000000e+02 2.399999999999999911e+00 7.609799999999999898e+00
2.000000000000000000e+02 2.600000000000000089e+00 7.550399999999999778e+00
2.000000000000000000e+02 2.799999999999999822e+00 7.389300000000000423e+00
2.000000000000000000e+02 3.000000000000000000e+00 7.271200000000000330e+00
2.000000000000000000e+02 3.200000000000000178e+00 7.161500000000000199e+00
2.000000000000000000e+02 3.400000000000000355e+00 7.175300000000000011e+00
2.000000000000000000e+02 3.600000000000000089e+00 6.937899999999999956e+00
2.500000000000000000e+02 2.399999999999999911e+00 8.091599999999999682e+00
2.500000000000000000e+02 2.600000000000000089e+00 7.982599999999999696e+00
2.500000000000000000e+02 2.799999999999999822e+00 7.919299999999999784e+00
2.500000000000000000e+02 3.000000000000000000e+00 7.739200000000000301e+00
2.500000000000000000e+02 3.200000000000000178e+00 7.654899999999999594e+00
2.500000000000000000e+02 3.400000000000000355e+00 7.531900000000000261e+00
2.500000000000000000e+02 3.600000000000000089e+00 7.414799999999999613e+00
3.000000000000000000e+02 2.399999999999999911e+00 8.516000000000000014e+00
3.000000000000000000e+02 2.600000000000000089e+00 8.394800000000000040e+00
3.000000000000000000e+02 2.799999999999999822e+00 8.284900000000000375e+00
3.000000000000000000e+02 3.000000000000000000e+00 8.162699999999999179e+00
3.000000000000000000e+02 3.200000000000000178e+00 8.047900000000000276e+00
3.000000000000000000e+02 3.400000000000000355e+00 7.931700000000000195e+00
3.000000000000000000e+02 3.600000000000000089e+00 7.808799999999999741e+00
3.500000000000000000e+02 2.399999999999999911e+00 8.829200000000000159e+00
3.500000000000000000e+02 2.600000000000000089e+00 8.714600000000000790e+00
3.500000000000000000e+02 2.799999999999999822e+00 8.595100000000000406e+00
3.500000000000000000e+02 3.000000000000000000e+00 8.479499999999999815e+00
3.500000000000000000e+02 3.200000000000000178e+00 8.365299999999999514e+00
3.500000000000000000e+02 3.400000000000000355e+00 8.242599999999999483e+00
3.500000000000000000e+02 3.600000000000000089e+00 8.122400000000000730e+00
4.000000000000000000e+02 2.399999999999999911e+00 9.093999999999999417e+00
4.000000000000000000e+02 2.600000000000000089e+00 8.974299999999999500e+00
4.000000000000000000e+02 2.799999999999999822e+00 8.849600000000000577e+00
4.000000000000000000e+02 3.000000000000000000e+00 8.726800000000000779e+00
4.000000000000000000e+02 3.200000000000000178e+00 8.607900000000000773e+00
4.000000000000000000e+02 3.400000000000000355e+00 8.490199999999999747e+00
4.000000000000000000e+02 3.600000000000000089e+00 8.369999999999999218e+00
4.500000000000000000e+02 2.399999999999999911e+00 9.296499999999999986e+00
4.500000000000000000e+02 2.600000000000000089e+00 9.175300000000000011e+00
4.500000000000000000e+02 2.799999999999999822e+00 9.052599999999999980e+00
4.500000000000000000e+02 3.000000000000000000e+00 8.926199999999999690e+00
4.500000000000000000e+02 3.200000000000000178e+00 8.813800000000000523e+00
4.500000000000000000e+02 3.400000000000000355e+00 8.682800000000000296e+00
4.500000000000000000e+02 3.600000000000000089e+00 8.567000000000000171e+00
