200.0	2.5	692.5526823663861
200.0	3.0	563.8790370025389
200.0	3.5	463.33106137281385
200.0	4.0	377.7654073159557
200.0	4.5	307.52062162800803
200.0	5.0	246.56549082869722
200.0	5.5	197.97718080834028
250.0	2.5	1010.893612684095
250.0	3.0	835.1425788991791
250.0	3.5	681.8801997662993
250.0	4.0	556.7217156222064
250.0	4.5	450.43386728819667
250.0	5.0	360.1231345307734
250.0	5.5	288.2390543050948
300.0	2.5	1291.0912911381918
300.0	3.0	1067.2651521243731
300.0	3.5	869.2733869061524
300.0	4.0	708.376363560471
300.0	4.5	573.9353125566349
300.0	5.0	457.46026510790654
300.0	5.5	363.42131153434593
350.0	2.5	1572.2688738340441
350.0	3.0	1288.827016268986
350.0	3.5	1062.1714290360949
350.0	4.0	866.6936584751768
350.0	4.5	696.3051463097936
350.0	5.0	551.7545637857414
350.0	5.5	436.9228172907166
400.0	2.5	1759.425879907577
400.0	3.0	1491.834502725783
400.0	3.5	1247.7956260654405
400.0	4.0	1016.9518255460158
400.0	4.5	813.5465061219953
400.0	5.0	645.8559723919395
400.0	5.5	513.0446539170509
450.0	2.5	1898.709266249742
450.0	3.0	1598.4921809516393
450.0	3.5	1381.5098220514442
450.0	4.0	1154.4794032765076
450.0	4.5	923.1123677890913
450.0	5.0	734.4083981446323
450.0	5.5	584.6481435574549
500.0	2.5	2028.7719837537068
500.0	3.0	1700.3484014068133
500.0	3.5	1465.2493397448718
500.0	4.0	1255.5908044200878
500.0	4.5	1032.825509863805
500.0	5.0	818.5128407289138
500.0	5.5	651.228924502386
550.0	2.5	2146.8096797143407
550.0	3.0	1805.8144304467207
550.0	3.5	1539.0615189210562
550.0	4.0	1339.111820065489
550.0	4.5	1124.5158602747056
550.0	5.0	895.3619868915649
550.0	5.5	713.3541946706023
600.0	2.5	2262.7145309718485
600.0	3.0	1921.2845450121458
600.0	3.5	1612.7180166601718
600.0	4.0	1409.2226338278251
600.0	4.5	1200.5825740768037
600.0	5.0	967.6372808476525
600.0	5.5	775.6412394498691
700.0	2.5	2446.25538364
700.0	3.0	2109.219206720113
700.0	3.5	1769.0588565678222
700.0	4.0	1527.6523713413244
700.0	4.5	1335.2752674559142
700.0	5.0	1099.8810812512204
700.0	5.5	889.9612400568096
800.0	2.5	2574.81161064
800.0	3.0	2309.259152696833
800.0	3.5	1944.2999717260368
800.0	4.0	1635.201221561343
800.0	4.5	1444.69841847114
800.0	5.0	1222.1880257826706
800.0	5.5	995.3339820215244
900.0	2.5	2700.76256916
900.0	3.0	2523.580018686077
900.0	3.5	2130.101877983879
900.0	4.0	1776.5627943780141
900.0	4.5	1538.184300179864
900.0	5.0	1339.8048210032994
900.0	5.5	1101.02291116579
1000.0	2.5	2815.49534686
1000.0	3.0	2693.8286836176203
1000.0	3.5	2316.087610466028
1000.0	4.0	1944.7120789145156
1000.0	4.5	1631.616805425739
1000.0	5.0	1437.0612376087454
1000.0	5.5	1205.430364675924
1100.0	2.5	2935.72884811
1100.0	3.0	2854.6703354705805
1100.0	3.5	2497.046483894999
1100.0	4.0	2116.1473701683717
1100.0	4.5	1751.4301622585174
1100.0	5.0	1525.7586737980625
1100.0	5.5	1315.545626789321
1200.0	2.5	2989.30435216
1200.0	3.0	2985.172242499662
1200.0	3.5	2664.4479876709524
1200.0	4.0	2284.9646443991946
1200.0	4.5	1910.4874125275244
1200.0	5.0	1610.511824004535
1200.0	5.5	1409.723656421632
1300.0	2.5	3081.64260083
1300.0	3.0	3115.0080828948353
1300.0	3.5	2820.889869547754
1300.0	4.0	2449.5986393724693
1300.0	4.5	2071.695652548578
1300.0	5.0	1718.1719007056797
1300.0	5.5	1499.5362598417373
1400.0	2.5	3149.06930568
1400.0	3.0	3227.968323399902
1400.0	3.5	2953.9576986862076
1400.0	4.0	2615.1860002517615
1400.0	4.5	2233.878658411743
1400.0	5.0	1869.2890207648395
1400.0	5.5	1585.7366028707077
1500.0	2.5	3209.49970699
1500.0	3.0	3304.97480085
1500.0	3.5	3076.3040196826505
1500.0	4.0	2757.80212038347
1500.0	4.5	2393.1197817067364
1500.0	5.0	2008.7895697939716
1500.0	5.5	1680.112657597248
1600.0	2.5	3288.17755017
1600.0	3.0	3371.0596318
1600.0	3.5	3189.777830549455
1600.0	4.0	2899.69724140155
1600.0	4.5	2548.9917809272238
1600.0	5.0	2159.2173188134757
1600.0	5.5	1792.1586400651775
1700.0	2.5	3352.78880478
1700.0	3.0	3436.0163411
1700.0	3.5	3316.4533207947106
1700.0	4.0	3027.181358126083
1700.0	4.5	2697.0290455016834
1700.0	5.0	2311.340756569153
1700.0	5.5	1927.518446634163
1800.0	2.5	3422.32338858
1800.0	3.0	3503.44076685
1800.0	3.5	3387.5096295218805
1800.0	4.0	3148.4300464645107
1800.0	4.5	2840.1979226768167
1800.0	5.0	2462.442351734398
1800.0	5.5	2069.3126033466638
1900.0	2.5	3483.45884301
1900.0	3.0	3568.87656902
1900.0	3.5	3527.493310742516
1900.0	4.0	3265.976113998661
1900.0	4.5	2985.094455981892
1900.0	5.0	2612.5842021356684
1900.0	5.5	2214.090469563396
2000.0	2.5	3534.27593926
2000.0	3.0	3631.91777998
2000.0	3.5	3627.2817388515055
2000.0	4.0	3379.6524280968733
2000.0	4.5	3095.6274477956135
2000.0	5.0	2758.4337863294318
2000.0	5.5	2366.159237275745
2100.0	2.5	3627.94200464
2100.0	3.0	3686.80370304
2100.0	3.5	3739.7497621379116
2100.0	4.0	3493.6335090226307
2100.0	4.5	3219.476774576606
2100.0	5.0	2897.0833851555176
2100.0	5.5	2513.4138881049275
2200.0	2.5	3708.01700283
2200.0	3.0	3780.62315779
2200.0	3.5	3852.2328678448507
2200.0	4.0	3596.8746354368213
2200.0	4.5	3338.030658855091
2200.0	5.0	3030.809221964888
2200.0	5.5	2666.3014033458867
2300.0	2.5	3805.66204056
2300.0	3.0	3863.97001048
2300.0	3.5	3939.99000721
2300.0	4.0	3720.923812204429
2300.0	4.5	3451.2351045621976
2300.0	5.0	3158.5767468743175
2300.0	5.5	2813.8315740226444
2400.0	2.5	3930.68307336
2400.0	3.0	3962.73626581
2400.0	3.5	4027.00148215
2400.0	4.0	3841.0210254071294
2400.0	4.5	3571.2581977738337
2400.0	5.0	3283.838095610748
2400.0	5.5	2954.1639895792478
2500.0	2.5	4111.29190838
2500.0	3.0	4086.6035152
2500.0	3.5	4127.61586072
2500.0	4.0	3967.264833351688
2500.0	4.5	3691.8283217309177
2500.0	5.0	3407.460797044771
2500.0	5.5	3088.585829413432
2600.0	2.5	4405.73341421
2600.0	3.0	4253.86889359
2600.0	3.5	4250.80776497
2600.0	4.0	4101.577310233836
2600.0	4.5	3814.674361073306
2600.0	5.0	3530.67045799618
2600.0	5.5	3217.82534136185
2700.0	2.5	4812.88871449
2700.0	3.0	4498.49274014
2700.0	3.5	4410.1640851
2700.0	4.0	4253.333193901706
2700.0	4.5	3945.702341377266
2700.0	5.0	3654.486517914233
2700.0	5.5	3345.2435218004393
2800.0	2.5	5567.44376225
2800.0	3.0	4814.71334539
2800.0	3.5	4621.99710407
2800.0	4.0	4428.051844898941
2800.0	4.5	4085.9315786100356
2800.0	5.0	3782.472065544846
2800.0	5.5	3473.377126724503
2900.0	2.5	6298.09706279
2900.0	3.0	5285.94168827
2900.0	3.5	4890.17580266
2900.0	4.0	4634.473592662415
2900.0	4.5	4240.57043930546
2900.0	5.0	3913.3984159980723
2900.0	5.5	3601.5938880669532
3000.0	2.5	6743.05348118
3000.0	3.0	5973.948262
3000.0	3.5	5255.11014091
3000.0	4.0	4893.175790161649
3000.0	4.5	4414.261054385256
3000.0	5.0	4055.008425273532
3000.0	5.5	3731.8554332463764
