7.000000000000000000e+01 2.000000000000000000e+00 6.560699999999999754e+00 9.662849023061719862e+01
7.000000000000000000e+01 2.200000000000000178e+00 6.466599999999999682e+00 9.628553536556992043e+01
7.000000000000000000e+01 2.399999999999999911e+00 6.370499999999999829e+00 9.636187026399296940e+01
7.000000000000000000e+01 2.600000000000000089e+00 6.135900000000000354e+00 9.500417503026567090e+01
7.000000000000000000e+01 2.800000000000000266e+00 6.029799999999999827e+00 9.494043032441399674e+01
7.000000000000000000e+01 3.000000000000000000e+00 5.937899999999999956e+00 9.419905818923919441e+01
7.000000000000000000e+01 3.200000000000000178e+00 5.852599999999999802e+00 9.390126634312470344e+01
1.000000000000000000e+02 2.000000000000000000e+00 7.069499999999999673e+00 1.112407244151654027e+02
1.000000000000000000e+02 2.200000000000000178e+00 6.921899999999999942e+00 1.100029615272548398e+02
1.000000000000000000e+02 2.399999999999999911e+00 6.767199999999999882e+00 1.104021713480007207e+02
1.000000000000000000e+02 2.600000000000000089e+00 6.625600000000000378e+00 1.113373319664452765e+02
1.000000000000000000e+02 2.800000000000000266e+00 6.635900000000000354e+00 1.109009875377411731e+02
1.000000000000000000e+02 3.000000000000000000e+00 6.475500000000000256e+00 1.094871962632536651e+02
1.000000000000000000e+02 3.200000000000000178e+00 6.385600000000000342e+00 1.096324301233584464e+02
1.500000000000000000e+02 2.000000000000000000e+00 7.967699999999999783e+00 1.547590262464016462e+02
1.500000000000000000e+02 2.200000000000000178e+00 7.741499999999999737e+00 1.587722765245676726e+02
1.500000000000000000e+02 2.399999999999999911e+00 7.640500000000000291e+00 1.679331358799358327e+02
1.500000000000000000e+02 2.600000000000000089e+00 7.434099999999999930e+00 1.582335809252114700e+02
1.500000000000000000e+02 2.800000000000000266e+00 7.411400000000000432e+00 1.587960754541241499e+02
1.500000000000000000e+02 3.000000000000000000e+00 7.182199999999999918e+00 1.524169499816813413e+02
1.500000000000000000e+02 3.200000000000000178e+00 7.123900000000000254e+00 1.538705896375985844e+02
2.000000000000000000e+02 2.000000000000000000e+00 8.255000000000000782e+00 2.105264301339371116e+02
2.000000000000000000e+02 2.200000000000000178e+00 8.132899999999999352e+00 2.099257965651234485e+02
2.000000000000000000e+02 2.399999999999999911e+00 8.002599999999999270e+00 2.087672158448989990e+02
2.000000000000000000e+02 2.600000000000000089e+00 7.884199999999999875e+00 2.086251254393372108e+02
2.000000000000000000e+02 2.800000000000000266e+00 7.728200000000000180e+00 2.038122222411941777e+02
2.000000000000000000e+02 3.000000000000000000e+00 7.653099999999999703e+00 2.000248547798422294e+02
2.000000000000000000e+02 3.200000000000000178e+00 7.549299999999999677e+00 2.088808126276743167e+02
2.500000000000000000e+02 2.000000000000000000e+00 8.813700000000000756e+00 2.642385123115499823e+02
2.500000000000000000e+02 2.200000000000000178e+00 8.699500000000000455e+00 2.642895912742444580e+02
2.500000000000000000e+02 2.399999999999999911e+00 8.583500000000000796e+00 2.647857471296833296e+02
2.500000000000000000e+02 2.600000000000000089e+00 8.460699999999999221e+00 2.590673204392313096e+02
2.500000000000000000e+02 2.800000000000000266e+00 8.339000000000000412e+00 2.533754359867967878e+02
2.500000000000000000e+02 3.000000000000000000e+00 8.265599999999999170e+00 2.590643031047442832e+02
2.500000000000000000e+02 3.200000000000000178e+00 8.082100000000000506e+00 2.521308930510490995e+02
