# T_int  log_g  S  T_eff
2.50000000e+02 4.40000000e+00 6.11020000e+00 2.50000000e+02
3.00000000e+02 2.80000000e+00 7.34750000e+00 3.00000000e+02
3.00000000e+02 3.00000000e+00 7.20070000e+00 3.00000000e+02
3.00000000e+02 3.20000000e+00 7.11010000e+00 3.00000000e+02
3.00000000e+02 3.40000000e+00 7.00330000e+00 3.00000000e+02
3.00000000e+02 3.60000000e+00 6.87170000e+00 3.00000000e+02
3.00000000e+02 3.80000000e+00 6.77360000e+00 3.00000000e+02
3.00000000e+02 4.00000000e+00 6.73730000e+00 3.00000000e+02
3.00000000e+02 4.20000000e+00 6.60670000e+00 3.00000000e+02
3.00000000e+02 4.40000000e+00 6.47380000e+00 3.00000000e+02
3.50000000e+02 2.80000000e+00 7.46680000e+00 3.50000000e+02
3.50000000e+02 3.00000000e+00 7.36380000e+00 3.50000000e+02
3.50000000e+02 3.20000000e+00 7.25300000e+00 3.50000000e+02
3.50000000e+02 3.40000000e+00 7.14080000e+00 3.50000000e+02
3.50000000e+02 3.60000000e+00 7.11400000e+00 3.50000000e+02
3.50000000e+02 3.80000000e+00 6.96130000e+00 3.50000000e+02
3.50000000e+02 4.00000000e+00 6.83750000e+00 3.50000000e+02
3.50000000e+02 4.20000000e+00 6.75270000e+00 3.50000000e+02
3.50000000e+02 4.40000000e+00 6.65160000e+00 3.50000000e+02
4.00000000e+02 2.80000000e+00 7.58370000e+00 4.00000000e+02
4.00000000e+02 3.00000000e+00 7.48200000e+00 4.00000000e+02
4.00000000e+02 3.20000000e+00 7.37600000e+00 4.00000000e+02
4.00000000e+02 3.40000000e+00 7.27230000e+00 4.00000000e+02
4.00000000e+02 3.60000000e+00 7.17030000e+00 4.00000000e+02
4.00000000e+02 3.80000000e+00 7.06470000e+00 4.00000000e+02
4.00000000e+02 4.00000000e+00 6.96340000e+00 4.00000000e+02
4.00000000e+02 4.20000000e+00 6.86120000e+00 4.00000000e+02
4.00000000e+02 4.40000000e+00 6.75400000e+00 4.00000000e+02
4.50000000e+02 2.80000000e+00 7.69950000e+00 4.50000000e+02
4.50000000e+02 3.00000000e+00 7.58860000e+00 4.50000000e+02
4.50000000e+02 3.20000000e+00 7.48750000e+00 4.50000000e+02
4.50000000e+02 3.40000000e+00 7.37810000e+00 4.50000000e+02
4.50000000e+02 3.60000000e+00 7.26860000e+00 4.50000000e+02
4.50000000e+02 3.80000000e+00 7.16740000e+00 4.50000000e+02
4.50000000e+02 4.00000000e+00 7.06470000e+00 4.50000000e+02
4.50000000e+02 4.20000000e+00 6.96430000e+00 4.50000000e+02
4.50000000e+02 4.40000000e+00 6.86420000e+00 4.50000000e+02
5.00000000e+02 2.80000000e+00 7.79780000e+00 5.00000000e+02
5.00000000e+02 3.00000000e+00 7.68590000e+00 5.00000000e+02
5.00000000e+02 3.20000000e+00 7.58980000e+00 5.00000000e+02
5.00000000e+02 3.40000000e+00 7.47580000e+00 5.00000000e+02
5.00000000e+02 3.60000000e+00 7.37200000e+00 5.00000000e+02
5.00000000e+02 3.80000000e+00 7.26020000e+00 5.00000000e+02
5.00000000e+02 4.00000000e+00 7.16030000e+00 5.00000000e+02
5.00000000e+02 4.20000000e+00 7.05420000e+00 5.00000000e+02
5.00000000e+02 4.40000000e+00 6.95280000e+00 5.00000000e+02
6.00000000e+02 2.80000000e+00 7.98080000e+00 6.00000000e+02
6.00000000e+02 3.00000000e+00 7.86690000e+00 6.00000000e+02
6.00000000e+02 3.20000000e+00 7.76380000e+00 6.00000000e+02
6.00000000e+02 3.40000000e+00 7.65040000e+00 6.00000000e+02
6.00000000e+02 3.60000000e+00 7.54380000e+00 6.00000000e+02
6.00000000e+02 3.80000000e+00 7.43470000e+00 6.00000000e+02
6.00000000e+02 4.00000000e+00 7.32620000e+00 6.00000000e+02
6.00000000e+02 4.20000000e+00 7.22190000e+00 6.00000000e+02
6.00000000e+02 4.40000000e+00 7.11810000e+00 6.00000000e+02
7.00000000e+02 2.80000000e+00 8.12000000e+00 7.00000000e+02
7.00000000e+02 3.00000000e+00 8.03450000e+00 7.00000000e+02
7.00000000e+02 3.20000000e+00 7.91930000e+00 7.00000000e+02
7.00000000e+02 3.40000000e+00 7.80120000e+00 7.00000000e+02
7.00000000e+02 3.60000000e+00 7.70330000e+00 7.00000000e+02
7.00000000e+02 3.80000000e+00 7.59340000e+00 7.00000000e+02
7.00000000e+02 4.00000000e+00 7.48170000e+00 7.00000000e+02
7.00000000e+02 4.20000000e+00 7.37670000e+00 7.00000000e+02
7.00000000e+02 4.40000000e+00 7.26420000e+00 7.00000000e+02
8.00000000e+02 2.80000000e+00 8.29090000e+00 8.00000000e+02
8.00000000e+02 3.00000000e+00 8.17840000e+00 8.00000000e+02
8.00000000e+02 3.20000000e+00 8.06900000e+00 8.00000000e+02
8.00000000e+02 3.40000000e+00 7.96200000e+00 8.00000000e+02
8.00000000e+02 3.60000000e+00 7.84260000e+00 8.00000000e+02
8.00000000e+02 3.80000000e+00 7.73290000e+00 8.00000000e+02
8.00000000e+02 4.00000000e+00 7.61050000e+00 8.00000000e+02
8.00000000e+02 4.20000000e+00 7.50910000e+00 8.00000000e+02
8.00000000e+02 4.40000000e+00 7.40040000e+00 8.00000000e+02
9.00000000e+02 2.80000000e+00 8.45230000e+00 9.00000000e+02
9.00000000e+02 3.00000000e+00 8.31230000e+00 9.00000000e+02
9.00000000e+02 3.20000000e+00 8.22080000e+00 9.00000000e+02
9.00000000e+02 3.40000000e+00 8.09490000e+00 9.00000000e+02
9.00000000e+02 3.60000000e+00 7.97210000e+00 9.00000000e+02
9.00000000e+02 3.80000000e+00 7.86820000e+00 9.00000000e+02
9.00000000e+02 4.00000000e+00 7.75340000e+00 9.00000000e+02
9.00000000e+02 4.20000000e+00 7.64430000e+00 9.00000000e+02
9.00000000e+02 4.40000000e+00 7.53840000e+00 9.00000000e+02
1.00000000e+03 2.80000000e+00 8.59380000e+00 1.00000000e+03
1.00000000e+03 3.00000000e+00 8.46210000e+00 1.00000000e+03
1.00000000e+03 3.20000000e+00 8.35240000e+00 1.00000000e+03
1.00000000e+03 3.40000000e+00 8.22510000e+00 1.00000000e+03
1.00000000e+03 3.60000000e+00 8.10850000e+00 1.00000000e+03
1.00000000e+03 3.80000000e+00 7.98730000e+00 1.00000000e+03
1.00000000e+03 4.00000000e+00 7.88400000e+00 1.00000000e+03
1.00000000e+03 4.20000000e+00 7.77240000e+00 1.00000000e+03
1.00000000e+03 4.40000000e+00 7.66060000e+00 1.00000000e+03
1.10000000e+03 2.80000000e+00 8.73600000e+00 1.10000000e+03
1.10000000e+03 3.00000000e+00 8.61890000e+00 1.10000000e+03
1.10000000e+03 3.20000000e+00 8.49330000e+00 1.10000000e+03
1.10000000e+03 3.40000000e+00 8.36050000e+00 1.10000000e+03
1.10000000e+03 3.60000000e+00 8.24580000e+00 1.10000000e+03
1.10000000e+03 3.80000000e+00 8.11510000e+00 1.10000000e+03
1.10000000e+03 4.00000000e+00 8.01240000e+00 1.10000000e+03
1.10000000e+03 4.20000000e+00 7.89600000e+00 1.10000000e+03
1.10000000e+03 4.40000000e+00 7.78240000e+00 1.10000000e+03
1.20000000e+03 2.80000000e+00 8.89200000e+00 1.20000000e+03
1.20000000e+03 3.00000000e+00 8.77700000e+00 1.20000000e+03
1.20000000e+03 3.20000000e+00 8.63830000e+00 1.20000000e+03
1.20000000e+03 3.40000000e+00 8.50980000e+00 1.20000000e+03
1.20000000e+03 3.60000000e+00 8.36560000e+00 1.20000000e+03
1.20000000e+03 3.80000000e+00 8.25730000e+00 1.20000000e+03
1.20000000e+03 4.00000000e+00 8.13280000e+00 1.20000000e+03
1.20000000e+03 4.20000000e+00 8.02630000e+00 1.20000000e+03
1.20000000e+03 4.40000000e+00 7.91940000e+00 1.20000000e+03
1.30000000e+03 2.80000000e+00 9.09800000e+00 1.30000000e+03
1.30000000e+03 3.00000000e+00 8.96320000e+00 1.30000000e+03
1.30000000e+03 3.20000000e+00 8.76190000e+00 1.30000000e+03
1.30000000e+03 3.40000000e+00 8.70260000e+00 1.30000000e+03
1.30000000e+03 3.60000000e+00 8.50100000e+00 1.30000000e+03
1.30000000e+03 3.80000000e+00 8.40430000e+00 1.30000000e+03
1.30000000e+03 4.00000000e+00 8.26950000e+00 1.30000000e+03
1.30000000e+03 4.20000000e+00 8.14590000e+00 1.30000000e+03
1.30000000e+03 4.40000000e+00 8.03020000e+00 1.30000000e+03
1.40000000e+03 2.80000000e+00 9.32410000e+00 1.40000000e+03
1.40000000e+03 3.00000000e+00 9.20030000e+00 1.40000000e+03
1.40000000e+03 3.20000000e+00 8.96030000e+00 1.40000000e+03
1.40000000e+03 3.40000000e+00 8.82180000e+00 1.40000000e+03
1.40000000e+03 3.60000000e+00 8.67420000e+00 1.40000000e+03
1.40000000e+03 3.80000000e+00 8.53960000e+00 1.40000000e+03
1.40000000e+03 4.00000000e+00 8.39260000e+00 1.40000000e+03
1.40000000e+03 4.20000000e+00 8.27970000e+00 1.40000000e+03
1.40000000e+03 4.40000000e+00 8.18700000e+00 1.40000000e+03
