# T_int  log_g  S  T_eff
9.00000000e+02 4.00000000e+00 8.31970000e+00 9.00000000e+02
9.00000000e+02 4.20000000e+00 8.19320000e+00 9.00000000e+02
9.00000000e+02 4.40000000e+00 8.08230000e+00 9.00000000e+02
1.00000000e+03 2.80000000e+00 9.22390000e+00 1.00000000e+03
1.00000000e+03 3.00000000e+00 9.07510000e+00 1.00000000e+03
1.00000000e+03 3.20000000e+00 8.96230000e+00 1.00000000e+03
1.00000000e+03 3.40000000e+00 8.84180000e+00 1.00000000e+03
1.00000000e+03 3.60000000e+00 8.70240000e+00 1.00000000e+03
1.00000000e+03 3.80000000e+00 8.58290000e+00 1.00000000e+03
1.00000000e+03 4.00000000e+00 8.46280000e+00 1.00000000e+03
1.00000000e+03 4.20000000e+00 8.33580000e+00 1.00000000e+03
1.00000000e+03 4.40000000e+00 8.22010000e+00 1.00000000e+03
1.10000000e+03 2.80000000e+00 9.38640000e+00 1.10000000e+03
1.10000000e+03 3.00000000e+00 9.21430000e+00 1.10000000e+03
1.10000000e+03 3.20000000e+00 9.10610000e+00 1.10000000e+03
1.10000000e+03 3.40000000e+00 8.99100000e+00 1.10000000e+03
1.10000000e+03 3.60000000e+00 8.84180000e+00 1.10000000e+03
1.10000000e+03 3.80000000e+00 8.71320000e+00 1.10000000e+03
1.10000000e+03 4.00000000e+00 8.58800000e+00 1.10000000e+03
1.10000000e+03 4.20000000e+00 8.47040000e+00 1.10000000e+03
1.10000000e+03 4.40000000e+00 8.33880000e+00 1.10000000e+03
1.20000000e+03 2.80000000e+00 9.54970000e+00 1.20000000e+03
1.20000000e+03 3.00000000e+00 9.38900000e+00 1.20000000e+03
1.20000000e+03 3.20000000e+00 9.26930000e+00 1.20000000e+03
1.20000000e+03 3.40000000e+00 9.15070000e+00 1.20000000e+03
1.20000000e+03 3.60000000e+00 8.99040000e+00 1.20000000e+03
1.20000000e+03 3.80000000e+00 8.86760000e+00 1.20000000e+03
1.20000000e+03 4.00000000e+00 8.73810000e+00 1.20000000e+03
1.20000000e+03 4.20000000e+00 8.60000000e+00 1.20000000e+03
1.20000000e+03 4.40000000e+00 8.48250000e+00 1.20000000e+03
1.30000000e+03 2.80000000e+00 9.71110000e+00 1.30000000e+03
1.30000000e+03 3.00000000e+00 9.54940000e+00 1.30000000e+03
1.30000000e+03 3.20000000e+00 9.41990000e+00 1.30000000e+03
1.30000000e+03 3.40000000e+00 9.28800000e+00 1.30000000e+03
1.30000000e+03 3.60000000e+00 9.15610000e+00 1.30000000e+03
1.30000000e+03 3.80000000e+00 8.99380000e+00 1.30000000e+03
1.30000000e+03 4.00000000e+00 8.87810000e+00 1.30000000e+03
1.30000000e+03 4.20000000e+00 8.73880000e+00 1.30000000e+03
1.30000000e+03 4.40000000e+00 8.61130000e+00 1.30000000e+03
1.40000000e+03 2.80000000e+00 9.90230000e+00 1.40000000e+03
1.40000000e+03 3.00000000e+00 9.75400000e+00 1.40000000e+03
1.40000000e+03 3.20000000e+00 9.62620000e+00 1.40000000e+03
1.40000000e+03 3.40000000e+00 9.44560000e+00 1.40000000e+03
1.40000000e+03 3.60000000e+00 9.30400000e+00 1.40000000e+03
1.40000000e+03 3.80000000e+00 9.15590000e+00 1.40000000e+03
1.40000000e+03 4.00000000e+00 9.00220000e+00 1.40000000e+03
1.40000000e+03 4.20000000e+00 8.87630000e+00 1.40000000e+03
1.40000000e+03 4.40000000e+00 8.73330000e+00 1.40000000e+03
