# T_int  log_g  S  T_eff
3.50000000e+02 3.20000000e+00 8.32780000e+00 3.50000000e+02
3.50000000e+02 3.40000000e+00 8.21430000e+00 3.50000000e+02
3.50000000e+02 3.60000000e+00 8.07340000e+00 3.50000000e+02
3.50000000e+02 3.80000000e+00 7.94040000e+00 3.50000000e+02
3.50000000e+02 4.00000000e+00 7.84080000e+00 3.50000000e+02
3.50000000e+02 4.20000000e+00 7.72140000e+00 3.50000000e+02
3.50000000e+02 4.40000000e+00 7.59090000e+00 3.50000000e+02
4.00000000e+02 2.80000000e+00 8.77490000e+00 4.00000000e+02
4.00000000e+02 3.00000000e+00 8.65850000e+00 4.00000000e+02
4.00000000e+02 3.20000000e+00 8.53250000e+00 4.00000000e+02
4.00000000e+02 3.40000000e+00 8.41560000e+00 4.00000000e+02
4.00000000e+02 3.60000000e+00 8.29600000e+00 4.00000000e+02
4.00000000e+02 3.80000000e+00 8.17050000e+00 4.00000000e+02
4.00000000e+02 4.00000000e+00 8.04820000e+00 4.00000000e+02
4.00000000e+02 4.20000000e+00 7.94070000e+00 4.00000000e+02
4.00000000e+02 4.40000000e+00 7.80470000e+00 4.00000000e+02
4.50000000e+02 2.80000000e+00 8.90440000e+00 4.50000000e+02
4.50000000e+02 3.00000000e+00 8.77710000e+00 4.50000000e+02
4.50000000e+02 3.20000000e+00 8.65790000e+00 4.50000000e+02
4.50000000e+02 3.40000000e+00 8.53630000e+00 4.50000000e+02
4.50000000e+02 3.60000000e+00 8.41370000e+00 4.50000000e+02
4.50000000e+02 3.80000000e+00 8.30450000e+00 4.50000000e+02
4.50000000e+02 4.00000000e+00 8.17730000e+00 4.50000000e+02
4.50000000e+02 4.20000000e+00 8.05630000e+00 4.50000000e+02
4.50000000e+02 4.40000000e+00 7.93830000e+00 4.50000000e+02
5.00000000e+02 2.80000000e+00 9.05250000e+00 5.00000000e+02
5.00000000e+02 3.00000000e+00 8.89940000e+00 5.00000000e+02
5.00000000e+02 3.20000000e+00 8.77370000e+00 5.00000000e+02
5.00000000e+02 3.40000000e+00 8.65780000e+00 5.00000000e+02
5.00000000e+02 3.60000000e+00 8.53310000e+00 5.00000000e+02
5.00000000e+02 3.80000000e+00 8.41120000e+00 5.00000000e+02
5.00000000e+02 4.00000000e+00 8.29130000e+00 5.00000000e+02
5.00000000e+02 4.20000000e+00 8.17430000e+00 5.00000000e+02
5.00000000e+02 4.40000000e+00 8.04990000e+00 5.00000000e+02
6.00000000e+02 2.80000000e+00 9.22120000e+00 6.00000000e+02
6.00000000e+02 3.00000000e+00 9.10270000e+00 6.00000000e+02
6.00000000e+02 3.20000000e+00 8.97920000e+00 6.00000000e+02
6.00000000e+02 3.40000000e+00 8.85010000e+00 6.00000000e+02
6.00000000e+02 3.60000000e+00 8.73010000e+00 6.00000000e+02
6.00000000e+02 3.80000000e+00 8.60450000e+00 6.00000000e+02
6.00000000e+02 4.00000000e+00 8.48630000e+00 6.00000000e+02
6.00000000e+02 4.20000000e+00 8.36190000e+00 6.00000000e+02
6.00000000e+02 4.40000000e+00 8.24070000e+00 6.00000000e+02
7.00000000e+02 2.80000000e+00 9.41880000e+00 7.00000000e+02
7.00000000e+02 3.00000000e+00 9.28260000e+00 7.00000000e+02
7.00000000e+02 3.20000000e+00 9.15280000e+00 7.00000000e+02
7.00000000e+02 3.40000000e+00 9.02770000e+00 7.00000000e+02
7.00000000e+02 3.60000000e+00 8.89970000e+00 7.00000000e+02
7.00000000e+02 3.80000000e+00 8.77630000e+00 7.00000000e+02
7.00000000e+02 4.00000000e+00 8.64470000e+00 7.00000000e+02
7.00000000e+02 4.20000000e+00 8.53200000e+00 7.00000000e+02
7.00000000e+02 4.40000000e+00 8.40740000e+00 7.00000000e+02
8.00000000e+02 2.80000000e+00 9.58630000e+00 8.00000000e+02
8.00000000e+02 3.00000000e+00 9.45310000e+00 8.00000000e+02
8.00000000e+02 3.20000000e+00 9.32940000e+00 8.00000000e+02
8.00000000e+02 3.40000000e+00 9.19790000e+00 8.00000000e+02
8.00000000e+02 3.60000000e+00 9.06300000e+00 8.00000000e+02
8.00000000e+02 3.80000000e+00 8.91980000e+00 8.00000000e+02
8.00000000e+02 4.00000000e+00 8.81190000e+00 8.00000000e+02
8.00000000e+02 4.20000000e+00 8.68860000e+00 8.00000000e+02
8.00000000e+02 4.40000000e+00 8.56940000e+00 8.00000000e+02
9.00000000e+02 2.80000000e+00 9.77000000e+00 9.00000000e+02
9.00000000e+02 3.00000000e+00 9.63070000e+00 9.00000000e+02
9.00000000e+02 3.20000000e+00 9.48210000e+00 9.00000000e+02
9.00000000e+02 3.40000000e+00 9.35490000e+00 9.00000000e+02
9.00000000e+02 3.60000000e+00 9.21550000e+00 9.00000000e+02
9.00000000e+02 3.80000000e+00 9.08610000e+00 9.00000000e+02
9.00000000e+02 4.00000000e+00 8.96380000e+00 9.00000000e+02
9.00000000e+02 4.20000000e+00 8.83730000e+00 9.00000000e+02
9.00000000e+02 4.40000000e+00 8.71200000e+00 9.00000000e+02
1.00000000e+03 2.80000000e+00 9.93470000e+00 1.00000000e+03
1.00000000e+03 3.00000000e+00 9.80170000e+00 1.00000000e+03
1.00000000e+03 3.20000000e+00 9.65630000e+00 1.00000000e+03
1.00000000e+03 3.40000000e+00 9.53430000e+00 1.00000000e+03
1.00000000e+03 3.60000000e+00 9.37480000e+00 1.00000000e+03
1.00000000e+03 3.80000000e+00 9.24800000e+00 1.00000000e+03
1.00000000e+03 4.00000000e+00 9.11290000e+00 1.00000000e+03
1.00000000e+03 4.20000000e+00 8.99090000e+00 1.00000000e+03
1.00000000e+03 4.40000000e+00 8.85040000e+00 1.00000000e+03
1.10000000e+03 2.80000000e+00 1.00850000e+01 1.10000000e+03
1.10000000e+03 3.00000000e+00 9.94780000e+00 1.10000000e+03
1.10000000e+03 3.20000000e+00 9.82330000e+00 1.10000000e+03
1.10000000e+03 3.40000000e+00 9.66750000e+00 1.10000000e+03
1.10000000e+03 3.60000000e+00 9.52380000e+00 1.10000000e+03
1.10000000e+03 3.80000000e+00 9.39260000e+00 1.10000000e+03
1.10000000e+03 4.00000000e+00 9.25630000e+00 1.10000000e+03
1.10000000e+03 4.20000000e+00 9.12460000e+00 1.10000000e+03
1.10000000e+03 4.40000000e+00 8.99520000e+00 1.10000000e+03
1.20000000e+03 2.80000000e+00 1.02590000e+01 1.20000000e+03
1.20000000e+03 3.00000000e+00 1.01370000e+01 1.20000000e+03
1.20000000e+03 3.20000000e+00 9.99880000e+00 1.20000000e+03
1.20000000e+03 3.40000000e+00 9.86470000e+00 1.20000000e+03
1.20000000e+03 3.60000000e+00 9.68940000e+00 1.20000000e+03
1.20000000e+03 3.80000000e+00 9.52480000e+00 1.20000000e+03
1.20000000e+03 4.00000000e+00 9.40060000e+00 1.20000000e+03
1.20000000e+03 4.20000000e+00 9.26960000e+00 1.20000000e+03
1.20000000e+03 4.40000000e+00 9.12990000e+00 1.20000000e+03
1.30000000e+03 2.80000000e+00 1.04620000e+01 1.30000000e+03
1.30000000e+03 3.00000000e+00 1.03200000e+01 1.30000000e+03
1.30000000e+03 3.20000000e+00 1.01590000e+01 1.30000000e+03
1.30000000e+03 3.40000000e+00 1.00030000e+01 1.30000000e+03
1.30000000e+03 3.60000000e+00 9.85810000e+00 1.30000000e+03
1.30000000e+03 3.80000000e+00 9.70820000e+00 1.30000000e+03
1.30000000e+03 4.00000000e+00 9.52090000e+00 1.30000000e+03
1.30000000e+03 4.20000000e+00 9.41060000e+00 1.30000000e+03
1.30000000e+03 4.40000000e+00 9.27400000e+00 1.30000000e+03
1.40000000e+03 2.80000000e+00 1.06880000e+01 1.40000000e+03
1.40000000e+03 3.00000000e+00 1.04720000e+01 1.40000000e+03
1.40000000e+03 3.20000000e+00 1.03190000e+01 1.40000000e+03
1.40000000e+03 3.40000000e+00 1.01840000e+01 1.40000000e+03
1.40000000e+03 3.60000000e+00 1.00020000e+01 1.40000000e+03
1.40000000e+03 3.80000000e+00 9.85900000e+00 1.40000000e+03
1.40000000e+03 4.00000000e+00 9.72100000e+00 1.40000000e+03
1.40000000e+03 4.20000000e+00 9.56160000e+00 1.40000000e+03
1.40000000e+03 4.40000000e+00 9.42220000e+00 1.40000000e+03
